球団,日付,1番,2番,3番,4番,5番,6番,7番,8番,9番
中日,7月28日(金),岡林 勇希,龍空,宇佐見 真吾,細川 成也,福永 裕基,ビシエド,村松 開人,鵜飼 航丞,涌井 秀章
中日,7月29日(土),村松 開人,福永 裕基,岡林 勇希,細川 成也,大島 洋平,ビシエド,龍空,石橋 康太,髙橋 宏斗
中日,7月30日(日),樋口 正修,福永 裕基,岡林 勇希,細川 成也,宇佐見 真吾,大島 洋平,ビシエド,龍空,柳 裕也
中日,8月1日(火),大島 洋平,岡林 勇希,細川 成也,石川 昂弥,宇佐見 真吾,川越 誠司,福永 裕基,龍空,小笠原 慎之介
中日,8月2日(水),大島 洋平,岡林 勇希,細川 成也,石川 昂弥,宇佐見 真吾,川越 誠司,福永 裕基,龍空,メヒア
中日,8月3日(木),大島 洋平,岡林 勇希,細川 成也,石川 昂弥,宇佐見 真吾,川越 誠司,福永 裕基,龍空,仲地 礼亜
中日,8月4日(金),岡林 勇希,川越 誠司,ビシエド,石川 昂弥,宇佐見 真吾,細川 成也,高橋 周平,龍空,松葉 貴大
中日,8月5日(土),岡林 勇希,大島 洋平,ビシエド,石川 昂弥,宇佐見 真吾,細川 成也,高橋 周平,龍空,髙橋 宏斗
中日,8月6日(日),岡林 勇希,大島 洋平,ビシエド,細川 成也,宇佐見 真吾,高橋 周平,村松 開人,龍空,柳 裕也
中日,8月8日(火),岡林 勇希,大島 洋平,細川 成也,石川 昂弥,宇佐見 真吾,ビシエド,高橋 周平,龍空,小笠原 慎之介
中日,8月9日(水),岡林 勇希,大島 洋平,細川 成也,石川 昂弥,宇佐見 真吾,ビシエド,高橋 周平,龍空,鈴木 博志
中日,8月10日(木),岡林 勇希,大島 洋平,細川 成也,石川 昂弥,ビシエド,高橋 周平,石橋 康太,龍空,仲地 礼亜
中日,8月11日(金),岡林 勇希,大島 洋平,宇佐見 真吾,石川 昂弥,高橋 周平,細川 成也,村松 開人,龍空,松葉 貴大
中日,8月12日(土),岡林 勇希,大島 洋平,細川 成也,石川 昂弥,宇佐見 真吾,高橋 周平,福永 裕基,龍空,髙橋 宏斗
中日,8月13日(日),岡林 勇希,大島 洋平,細川 成也,石川 昂弥,宇佐見 真吾,高橋 周平,福永 裕基,龍空,柳 裕也
中日,8月16日(水),岡林 勇希,石垣 雅海,ビシエド,石川 昂弥,細川 成也,大島 洋平,木下 拓哉,龍空,小笠原 慎之介
中日,8月17日(木),岡林 勇希,龍空,宇佐見 真吾,石川 昂弥,細川 成也,大島 洋平,木下 拓哉,村松 開人,松葉 貴大
中日,8月18日(金),岡林 勇希,龍空,細川 成也,石川 昂弥,宇佐見 真吾,ビシエド,川越 誠司,村松 開人,仲地 礼亜
中日,8月19日(土),岡林 勇希,石垣 雅海,細川 成也,石川 昂弥,ビシエド,木下 拓哉,川越 誠司,村松 開人,髙橋 宏斗
中日,8月20日(日),岡林 勇希,大島 洋平,ビシエド,細川 成也,宇佐見 真吾,高橋 周平,石垣 雅海,村松 開人,柳 裕也
中日,8月22日(火),岡林 勇希,大島 洋平,カリステ,細川 成也,宇佐見 真吾,木下 拓哉,村松 開人,龍空,涌井 秀章
中日,8月23日(水),岡林 勇希,龍空,細川 成也,宇佐見 真吾,木下 拓哉,カリステ,鵜飼 航丞,村松 開人,小笠原 慎之介
中日,8月25日(金),岡林 勇希,大島 洋平,細川 成也,宇佐見 真吾,木下 拓哉,カリステ,村松 開人,龍空,松葉 貴大
中日,8月26日(土),岡林 勇希,大島 洋平,カリステ,細川 成也,宇佐見 真吾,木下 拓哉,村松 開人,龍空,髙橋 宏斗
中日,8月27日(日),岡林 勇希,大島 洋平,カリステ,細川 成也,宇佐見 真吾,木下 拓哉,村松 開人,龍空,柳 裕也
中日,8月29日(火),岡林 勇希,村松 開人,細川 成也,石川 昂弥,宇佐見 真吾,大島 洋平,木下 拓哉,龍空,涌井 秀章
中日,8月30日(水),岡林 勇希,村松 開人,細川 成也,石川 昂弥,宇佐見 真吾,大島 洋平,カリステ,木下 拓哉,小笠原 慎之介
中日,8月31日(木),岡林 勇希,村松 開人,細川 成也,石川 昂弥,宇佐見 真吾,大島 洋平,木下 拓哉,龍空,梅津 晃大
中日,9月1日(金),岡林 勇希,カリステ,細川 成也,石川 昂弥,ビシエド,木下 拓哉,村松 開人,鵜飼 航丞,仲地 礼亜
中日,9月2日(土),岡林 勇希,カリステ,細川 成也,石川 昂弥,ビシエド,宇佐見 真吾,村松 開人,鵜飼 航丞,髙橋 宏斗
中日,9月3日(日),大島 洋平,岡林 勇希,カリステ,ビシエド,細川 成也,宇佐見 真吾,石川 昂弥,石垣 雅海,柳 裕也
中日,9月5日(火),大島 洋平,岡林 勇希,細川 成也,石川 昂弥,カリステ,宇佐見 真吾,ビシエド,村松 開人,涌井 秀章
中日,9月6日(水),大島 洋平,岡林 勇希,細川 成也,石川 昂弥,カリステ,ビシエド,木下 拓哉,福永 裕基,小笠原 慎之介
中日,9月8日(金),岡林 勇希,ブライト 健太,カリステ,細川 成也,宇佐見 真吾,石川 昂弥,木下 拓哉,福永 裕基,仲地 礼亜
中日,9月9日(土),岡林 勇希,ブライト 健太,カリステ,細川 成也,宇佐見 真吾,石川 昂弥,木下 拓哉,福永 裕基,髙橋 宏斗
中日,9月10日(日),ブライト 健太,岡林 勇希,カリステ,細川 成也,ビシエド,宇佐見 真吾,石川 昂弥,福永 裕基,柳 裕也
中日,9月12日(火),岡林 勇希,ブライト 健太,カリステ,石川 昂弥,宇佐見 真吾,細川 成也,木下 拓哉,龍空,涌井 秀章
中日,9月13日(水),岡林 勇希,ブライト 健太,カリステ,石川 昂弥,ビシエド,細川 成也,木下 拓哉,龍空,梅津 晃大
