球団,日付,1番,2番,3番,4番,5番,6番,7番,8番,9番
巨人,7月27日(日),丸 佳浩,佐々木 俊輔,吉川 尚輝,キャベッジ,岸田 行倫,泉口 友汰,リチャード,荒巻 悠,赤星 優志
巨人,7月29日(火),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,吉川 尚輝,増田 陸,リチャード,西舘 勇陽
巨人,7月30日(水),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,増田 陸,リチャード,門脇 誠,戸郷 翔征
巨人,7月31日(木),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,増田 陸,リチャード,甲斐 拓也,門脇 誠,井上 温大
巨人,8月1日(金),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,増田 陸,中山 礼都,リチャード,甲斐 拓也,山﨑 伊織
巨人,8月2日(土),丸 佳浩,佐々木 俊輔,増田 陸,キャベッジ,岸田 行倫,リチャード,泉口 友汰,門脇 誠,グリフィン
巨人,8月3日(日),丸 佳浩,佐々木 俊輔,増田 陸,キャベッジ,岸田 行倫,リチャード,泉口 友汰,門脇 誠,赤星 優志
巨人,8月5日(火),丸 佳浩,泉口 友汰,若林 楽人,キャベッジ,岸田 行倫,坂本 勇人,リチャード,門脇 誠,戸郷 翔征
巨人,8月6日(水),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,大城 卓三,リチャード,門脇 誠,森田 駿哉
巨人,8月7日(木),丸 佳浩,若林 楽人,泉口 友汰,キャベッジ,岸田 行倫,坂本 勇人,リチャード,増田 大輝,田中 将大
巨人,8月8日(金),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,甲斐 拓也,中山 礼都,リチャード,門脇 誠,山﨑 伊織
巨人,8月9日(土),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,増田 陸,リチャード,門脇 誠,又木 鉄平
巨人,8月11日(月),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,大城 卓三,リチャード,門脇 誠,戸郷 翔征
巨人,8月12日(火),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,坂本 勇人,リチャード,門脇 誠,森田 駿哉
巨人,8月13日(水),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,岸田 行倫,中山 礼都,リチャード,門脇 誠,田中 将大
巨人,8月15日(金),丸 佳浩,佐々木 俊輔,泉口 友汰,キャベッジ,甲斐 拓也,増田 陸,リチャード,門脇 誠,山﨑 伊織
巨人,8月16日(土),丸 佳浩,ヘルナンデス,泉口 友汰,岡本 和真,キャベッジ,中山 礼都,リチャード,甲斐 拓也,井上 温大
巨人,8月17日(日),丸 佳浩,若林 楽人,泉口 友汰,岡本 和真,キャベッジ,岸田 行倫,大城 卓三,中山 礼都,赤星 優志
巨人,8月19日(火),泉口 友汰,キャベッジ,丸 佳浩,岡本 和真,岸田 行倫,中山 礼都,リチャード,佐々木 俊輔,戸郷 翔征
巨人,8月20日(水),泉口 友汰,キャベッジ,丸 佳浩,岡本 和真,岸田 行倫,中山 礼都,リチャード,佐々木 俊輔,森田 駿哉
巨人,8月21日(木),泉口 友汰,佐々木 俊輔,丸 佳浩,岡本 和真,岸田 行倫,中山 礼都,リチャード,若林 楽人,田中 将大
巨人,8月22日(金),泉口 友汰,佐々木 俊輔,丸 佳浩,岡本 和真,吉川 尚輝,中山 礼都,リチャード,甲斐 拓也,横川 凱
巨人,8月23日(土),泉口 友汰,若林 楽人,中山 礼都,岡本 和真,吉川 尚輝,リチャード,浅野 翔吾,甲斐 拓也,井上 温大
巨人,8月24日(日),泉口 友汰,佐々木 俊輔,丸 佳浩,岡本 和真,吉川 尚輝,中山 礼都,岸田 行倫,リチャード,赤星 優志
巨人,8月26日(火),泉口 友汰,浅野 翔吾,丸 佳浩,岡本 和真,吉川 尚輝,中山 礼都,リチャード,岸田 行倫,戸郷 翔征
巨人,8月27日(水),泉口 友汰,浅野 翔吾,中山 礼都,岡本 和真,キャベッジ,リチャード,吉川 尚輝,岸田 行倫,森田 駿哉
巨人,8月28日(木),丸 佳浩,吉川 尚輝,泉口 友汰,岡本 和真,キャベッジ,岸田 行倫,リチャード,中山 礼都,田中 将大
巨人,8月29日(金),丸 佳浩,吉川 尚輝,泉口 友汰,岡本 和真,岸田 行倫,キャベッジ,リチャード,若林 楽人,山﨑 伊織
巨人,8月30日(土),丸 佳浩,泉口 友汰,岡本 和真,岸田 行倫,キャベッジ,吉川 尚輝,リチャード,オコエ 瑠偉,井上 温大
巨人,8月31日(日),丸 佳浩,泉口 友汰,岡本 和真,岸田 行倫,吉川 尚輝,中山 礼都,リチャード,若林 楽人,横川 凱
巨人,9月2日(火),キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,吉川 尚輝,中山 礼都,リチャード,若林 楽人,戸郷 翔征
巨人,9月3日(水),丸 佳浩,若林 楽人,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,森田 駿哉
巨人,9月4日(木),丸 佳浩,若林 楽人,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,又木 鉄平
巨人,9月5日(金),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,山﨑 伊織
巨人,9月6日(土),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,井上 温大
巨人,9月7日(日),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,横川 凱
巨人,9月9日(火),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,戸郷 翔征
巨人,9月10日(水),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,吉川 尚輝,森田 駿哉
巨人,9月11日(木),若林 楽人,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,増田 大輝,山﨑 伊織
巨人,9月13日(土),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,増田 大輝,横川 凱
巨人,9月14日(日),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,赤星 優志
巨人,9月15日(月),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,田中 将大
巨人,9月17日(水),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,戸郷 翔征
巨人,9月18日(木),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,森田 駿哉
巨人,9月19日(金),若林 楽人,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,山﨑 伊織
巨人,9月20日(土),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,横川 凱
巨人,9月21日(日),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,田中 将大
巨人,9月23日(火),オコエ 瑠偉,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,中山 礼都,リチャード,浦田 俊輔,戸郷 翔征
巨人,9月26日(金),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,オコエ 瑠偉,リチャード,浦田 俊輔,山﨑 伊織
巨人,9月27日(土),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,岸田 行倫,リチャード,中山 礼都,浦田 俊輔,グリフィン
巨人,9月28日(日),佐々木 俊輔,キャベッジ,泉口 友汰,岡本 和真,リチャード,岸田 行倫,中山 礼都,浦田 俊輔,横川 凱
巨人,9月30日(火),若林 楽人,キャベッジ,泉口 友汰,岡本 和真,リチャード,中山 礼都,増田 陸,小林 誠司,田中 将大
巨人,10月1日(水),丸 佳浩,キャベッジ,泉口 友汰,岡本 和真,リチャード,中山 礼都,浦田 俊輔,山瀬 慎之助,山﨑 伊織
中日,3月28日(金),岡林 勇希,山本 泰寛,カリステ,石川 昂弥,細川 成也,中田 翔,村松 開人,木下 拓哉,髙橋 宏斗
中日,3月29日(土),岡林 勇希,村松 開人,上林 誠知,石川 昂弥,細川 成也,カリステ,板山 祐太郎,木下 拓哉,松葉 貴大
中日,3月30日(日),岡林 勇希,駿太,上林 誠知,石川 昂弥,板山 祐太郎,カリステ,村松 開人,木下 拓哉,メヒア
中日,4月1日(火),岡林 勇希,山本 泰寛,細川 成也,石川 昂弥,カリステ,中田 翔,村松 開人,木下 拓哉,マラー
中日,4月2日(水),岡林 勇希,上林 誠知,細川 成也,石川 昂弥,板山 祐太郎,カリステ,村松 開人,石伊 雄太,柳 裕也
中日,4月3日(木),岡林 勇希,上林 誠知,細川 成也,石川 昂弥,板山 祐太郎,カリステ,村松 開人,木下 拓哉,大野 雄大
中日,4月4日(金),岡林 勇希,村松 開人,上林 誠知,石川 昂弥,板山 祐太郎,中田 翔,大島 洋平,加藤 匠馬,髙橋 宏斗
中日,4月5日(土),岡林 勇希,上林 誠知,細川 成也,石川 昂弥,板山 祐太郎,中田 翔,木下 拓哉,村松 開人,松葉 貴大
中日,4月6日(日),岡林 勇希,ブライト 健太,カリステ,石川 昂弥,板山 祐太郎,細川 成也,村松 開人,木下 拓哉,メヒア
中日,4月8日(火),岡林 勇希,ブライト 健太,カリステ,石川 昂弥,板山 祐太郎,細川 成也,村松 開人,木下 拓哉,マラー
中日,4月9日(水),岡林 勇希,カリステ,板山 祐太郎,石川 昂弥,細川 成也,中田 翔,村松 開人,木下 拓哉,柳 裕也
中日,4月10日(木),岡林 勇希,辻本 倫太郎,カリステ,石川 昂弥,細川 成也,中田 翔,村松 開人,石伊 雄太,大野 雄大
中日,4月11日(金),岡林 勇希,山本 泰寛,上林 誠知,石川 昂弥,ボスラー,細川 成也,村松 開人,加藤 匠馬,髙橋 宏斗
中日,4月12日(土),岡林 勇希,板山 祐太郎,上林 誠知,細川 成也,ボスラー,高橋 周平,村松 開人,木下 拓哉,松葉 貴大
中日,4月15日(火),岡林 勇希,板山 祐太郎,上林 誠知,細川 成也,ボスラー,高橋 周平,村松 開人,木下 拓哉,マラー
中日,4月16日(水),岡林 勇希,樋口 正修,上林 誠知,細川 成也,ボスラー,高橋 周平,村松 開人,石伊 雄太,柳 裕也
中日,4月19日(土),岡林 勇希,山本 泰寛,ブライト 健太,細川 成也,カリステ,中田 翔,村松 開人,加藤 匠馬,髙橋 宏斗
中日,4月20日(日),岡林 勇希,樋口 正修,上林 誠知,細川 成也,高橋 周平,ボスラー,村松 開人,木下 拓哉,松葉 貴大
中日,4月22日(火),岡林 勇希,山本 泰寛,ブライト 健太,細川 成也,ボスラー,中田 翔,村松 開人,石伊 雄太,マラー
中日,4月23日(水),岡林 勇希,ボスラー,高橋 周平,細川 成也,中田 翔,板山 祐太郎,木下 拓哉,柳 裕也,村松 開人
中日,4月25日(金),岡林 勇希,上林 誠知,ボスラー,細川 成也,高橋 周平,板山 祐太郎,土田 龍空,加藤 匠馬,髙橋 宏斗
中日,4月26日(土),岡林 勇希,山本 泰寛,上林 誠知,細川 成也,カリステ,ボスラー,土田 龍空,木下 拓哉,松葉 貴大
中日,4月27日(日),岡林 勇希,山本 泰寛,上林 誠知,細川 成也,ボスラー,中田 翔,土田 龍空,木下 拓哉,メヒア
中日,4月29日(火),岡林 勇希,板山 祐太郎,上林 誠知,ボスラー,中田 翔,細川 成也,土田 龍空,木下 拓哉,涌井 秀章
中日,4月30日(水),岡林 勇希,板山 祐太郎,上林 誠知,ボスラー,中田 翔,細川 成也,土田 龍空,木下 拓哉,大野 雄大
中日,5月1日(木),岡林 勇希,山本 泰寛,上林 誠知,カリステ,高橋 周平,細川 成也,木下 拓哉,土田 龍空,三浦 瑞樹
中日,5月2日(金),岡林 勇希,山本 泰寛,上林 誠知,ボスラー,カリステ,細川 成也,木下 拓哉,土田 龍空,髙橋 宏斗
中日,5月3日(土),岡林 勇希,山本 泰寛,上林 誠知,ボスラー,カリステ,中田 翔,木下 拓哉,土田 龍空,松葉 貴大
中日,5月4日(日),岡林 勇希,山本 泰寛,上林 誠知,ボスラー,カリステ,細川 成也,木下 拓哉,土田 龍空,岡田 俊哉
中日,5月5日(月),岡林 勇希,山本 泰寛,上林 誠知,カリステ,中田 翔,細川 成也,木下 拓哉,ロドリゲス,金丸 夢斗
中日,5月6日(火),岡林 勇希,田中 幹也,上林 誠知,カリステ,高橋 周平,鵜飼 航丞,板山 祐太郎,木下 拓哉,涌井 秀章
中日,5月7日(水),岡林 勇希,山本 泰寛,上林 誠知,ボスラー,中田 翔,鵜飼 航丞,木下 拓哉,土田 龍空,大野 雄大
中日,5月10日(土),岡林 勇希,田中 幹也,上林 誠知,ボスラー,高橋 周平,鵜飼 航丞,木下 拓哉,土田 龍空,髙橋 宏斗
中日,5月11日(日),岡林 勇希,カリステ,上林 誠知,中田 翔,高橋 周平,田中 幹也,木下 拓哉,土田 龍空,松葉 貴大
中日,5月13日(火),岡林 勇希,鵜飼 航丞,上林 誠知,ボスラー,カリステ,田中 幹也,宇佐見 真吾,山本 泰寛,三浦 瑞樹
中日,5月14日(水),岡林 勇希,鵜飼 航丞,上林 誠知,ボスラー,カリステ,田中 幹也,宇佐見 真吾,山本 泰寛,涌井 秀章
中日,5月16日(金),岡林 勇希,鵜飼 航丞,上林 誠知,カリステ,ボスラー,田中 幹也,木下 拓哉,山本 泰寛,金丸 夢斗
中日,5月17日(土),岡林 勇希,田中 幹也,上林 誠知,カリステ,ブライト 健太,山本 泰寛,ボスラー,木下 拓哉,髙橋 宏斗
中日,5月18日(日),岡林 勇希,田中 幹也,上林 誠知,ボスラー,カリステ,高橋 周平,山本 泰寛,木下 拓哉,松葉 貴大
中日,5月20日(火),岡林 勇希,田中 幹也,上林 誠知,カリステ,木下 拓哉,ボスラー,山本 泰寛,鵜飼 航丞,大野 雄大
中日,5月21日(水),岡林 勇希,田中 幹也,上林 誠知,ボスラー,カリステ,板山 祐太郎,山本 泰寛,宇佐見 真吾,三浦 瑞樹
中日,5月22日(木),岡林 勇希,田中 幹也,上林 誠知,ボスラー,カリステ,板山 祐太郎,山本 泰寛,宇佐見 真吾,マラー
中日,5月23日(金),岡林 勇希,樋口 正修,上林 誠知,ボスラー,カリステ,高橋 周平,宇佐見 真吾,山本 泰寛,涌井 秀章
中日,5月24日(土),岡林 勇希,田中 幹也,上林 誠知,カリステ,高橋 周平,ボスラー,木下 拓哉,山本 泰寛,髙橋 宏斗
中日,5月25日(日),岡林 勇希,田中 幹也,上林 誠知,カリステ,高橋 周平,鵜飼 航丞,木下 拓哉,山本 泰寛,松葉 貴大
中日,5月27日(火),岡林 勇希,村松 開人,上林 誠知,福永 裕基,川越 誠司,ボスラー,板山 祐太郎,木下 拓哉,金丸 夢斗
中日,5月28日(水),上林 誠知,田中 幹也,岡林 勇希,ボスラー,高橋 周平,川越 誠司,木下 拓哉,村松 開人,三浦 瑞樹
中日,5月29日(木),大島 洋平,田中 幹也,岡林 勇希,カリステ,高橋 周平,上林 誠知,木下 拓哉,村松 開人,マラー
中日,5月30日(金),上林 誠知,田中 幹也,岡林 勇希,カリステ,高橋 周平,板山 祐太郎,宇佐見 真吾,村松 開人,大野 雄大
中日,5月31日(土),上林 誠知,山本 泰寛,岡林 勇希,カリステ,ブライト 健太,石川 昂弥,村松 開人,加藤 匠馬,髙橋 宏斗
中日,6月1日(日),上林 誠知,板山 祐太郎,岡林 勇希,カリステ,ボスラー,石川 昂弥,村松 開人,石伊 雄太,松葉 貴大
中日,6月3日(火),上林 誠知,田中 幹也,岡林 勇希,カリステ,ボスラー,高橋 周平,川越 誠司,石伊 雄太,村松 開人
中日,6月4日(水),上林 誠知,田中 幹也,岡林 勇希,カリステ,ブライト 健太,ボスラー,山本 泰寛,石伊 雄太,村松 開人
中日,6月5日(木),上林 誠知,山本 泰寛,岡林 勇希,ブライト 健太,ボスラー,カリステ,高橋 周平,加藤 匠馬,村松 開人
中日,6月6日(金),岡林 勇希,田中 幹也,上林 誠知,カリステ,ボスラー,山本 泰寛,川越 誠司,石伊 雄太,大野 雄大
中日,6月7日(土),岡林 勇希,田中 幹也,上林 誠知,ボスラー,板山 祐太郎,大島 洋平,村松 開人,加藤 匠馬,髙橋 宏斗
中日,6月8日(日),岡林 勇希,田中 幹也,上林 誠知,ボスラー,高橋 周平,大島 洋平,村松 開人,石伊 雄太,松葉 貴大
中日,6月10日(火),岡林 勇希,田中 幹也,上林 誠知,ボスラー,高橋 周平,大島 洋平,川越 誠司,石伊 雄太,村松 開人
中日,6月11日(水),岡林 勇希,田中 幹也,上林 誠知,ボスラー,高橋 周平,大島 洋平,川越 誠司,石伊 雄太,村松 開人
中日,6月12日(木),岡林 勇希,大島 洋平,上林 誠知,ボスラー,カリステ,板山 祐太郎,山本 泰寛,石伊 雄太,村松 開人
中日,6月13日(金),岡林 勇希,田中 幹也,上林 誠知,ボスラー,カリステ,大島 洋平,板山 祐太郎,石伊 雄太,村松 開人
中日,6月14日(土),岡林 勇希,田中 幹也,上林 誠知,ボスラー,カリステ,大島 洋平,石川 昂弥,加藤 匠馬,村松 開人
中日,6月15日(日),岡林 勇希,田中 幹也,ブライト 健太,カリステ,石橋 康太,上林 誠知,石川 昂弥,石伊 雄太,村松 開人
中日,6月17日(火),大島 洋平,田中 幹也,岡林 勇希,ボスラー,佐藤 龍世,上林 誠知,石伊 雄太,村松 開人,マラー
中日,6月18日(水),上林 誠知,大島 洋平,岡林 勇希,ボスラー,佐藤 龍世,村松 開人,山本 泰寛,石伊 雄太,涌井 秀章
中日,6月19日(木),上林 誠知,田中 幹也,岡林 勇希,ボスラー,佐藤 龍世,細川 成也,村松 開人,石伊 雄太,三浦 瑞樹
中日,6月20日(金),上林 誠知,村松 開人,岡林 勇希,ボスラー,佐藤 龍世,細川 成也,板山 祐太郎,石伊 雄太,大野 雄大
中日,6月21日(土),岡林 勇希,田中 幹也,佐藤 龍世,細川 成也,ブライト 健太,カリステ,山本 泰寛,石伊 雄太,髙橋 宏斗
中日,6月22日(日),上林 誠知,村松 開人,岡林 勇希,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,松葉 貴大
中日,6月27日(金),上林 誠知,村松 開人,岡林 勇希,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,大野 雄大
中日,6月28日(土),上林 誠知,山本 泰寛,岡林 勇希,細川 成也,ボスラー,佐藤 龍世,村松 開人,宇佐見 真吾,涌井 秀章
中日,6月29日(日),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,松葉 貴大
中日,7月1日(火),岡林 勇希,辻本 倫太郎,上林 誠知,細川 成也,ボスラー,山本 泰寛,佐藤 龍世,石伊 雄太,金丸 夢斗
中日,7月2日(水),上林 誠知,岡林 勇希,佐藤 龍世,細川 成也,ボスラー,山本 泰寛,板山 祐太郎,石伊 雄太,髙橋 宏斗
中日,7月3日(木),上林 誠知,田中 幹也,岡林 勇希,細川 成也,ボスラー,板山 祐太郎,村松 開人,石伊 雄太,マラー
中日,7月4日(金),岡林 勇希,田中 幹也,上林 誠知,ボスラー,細川 成也,佐藤 龍世,山本 泰寛,石伊 雄太,大野 雄大
中日,7月5日(土),岡林 勇希,田中 幹也,上林 誠知,ボスラー,細川 成也,佐藤 龍世,山本 泰寛,宇佐見 真吾,涌井 秀章
中日,7月6日(日),岡林 勇希,辻本 倫太郎,上林 誠知,ボスラー,細川 成也,山本 泰寛,板山 祐太郎,石伊 雄太,松葉 貴大
中日,7月8日(火),岡林 勇希,村松 開人,上林 誠知,ボスラー,細川 成也,山本 泰寛,佐藤 龍世,石伊 雄太,金丸 夢斗
中日,7月9日(水),岡林 勇希,辻本 倫太郎,上林 誠知,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,髙橋 宏斗
中日,7月11日(金),岡林 勇希,辻本 倫太郎,上林 誠知,細川 成也,ボスラー,佐藤 龍世,村松 開人,石伊 雄太,マラー
中日,7月12日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,大野 雄大
中日,7月13日(日),岡林 勇希,田中 幹也,ブライト 健太,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,松葉 貴大
中日,7月15日(火),岡林 勇希,田中 幹也,ブライト 健太,細川 成也,ボスラー,佐藤 龍世,山本 泰寛,石伊 雄太,柳 裕也
中日,7月16日(水),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,板山 祐太郎,石伊 雄太,髙橋 宏斗
中日,7月19日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,板山 祐太郎,石伊 雄太,マラー
中日,7月20日(日),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,板山 祐太郎,石伊 雄太,大野 雄大
中日,7月21日(月),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,佐藤 龍世,石伊 雄太,金丸 夢斗
中日,7月26日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,村松 開人,石伊 雄太,髙橋 宏斗
中日,7月27日(日),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,板山 祐太郎,石伊 雄太,松葉 貴大
中日,7月29日(火),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,佐藤 龍世,村松 開人,石伊 雄太,大野 雄大
中日,7月30日(水),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,板山 祐太郎,石伊 雄太,村松 開人,柳 裕也
中日,7月31日(木),岡林 勇希,田中 幹也,ボスラー,細川 成也,チェイビス,上林 誠知,山本 泰寛,石伊 雄太,金丸 夢斗
中日,8月1日(金),岡林 勇希,辻本 倫太郎,ボスラー,細川 成也,チェイビス,上林 誠知,山本 泰寛,石伊 雄太,マラー
中日,8月2日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,チェイビス,山本 泰寛,加藤 匠馬,髙橋 宏斗
中日,8月3日(日),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,チェイビス,石伊 雄太,土田 龍空,松葉 貴大
中日,8月5日(火),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,チェイビス,山本 泰寛,石伊 雄太,大野 雄大
中日,8月6日(水),上林 誠知,田中 幹也,岡林 勇希,細川 成也,ボスラー,チェイビス,石伊 雄太,山本 泰寛,柳 裕也
中日,8月7日(木),ブライト 健太,田中 幹也,岡林 勇希,細川 成也,ボスラー,チェイビス,山本 泰寛,加藤 匠馬,金丸 夢斗
中日,8月8日(金),ブライト 健太,田中 幹也,岡林 勇希,細川 成也,ボスラー,チェイビス,石伊 雄太,山本 泰寛,マラー
中日,8月9日(土),上林 誠知,田中 幹也,岡林 勇希,細川 成也,ボスラー,チェイビス,土田 龍空,加藤 匠馬,髙橋 宏斗
中日,8月10日(日),ブライト 健太,田中 幹也,岡林 勇希,細川 成也,ボスラー,チェイビス,石伊 雄太,山本 泰寛,松葉 貴大
中日,8月11日(月),上林 誠知,田中 幹也,ボスラー,細川 成也,チェイビス,石伊 雄太,岡林 勇希,山本 泰寛,メヒア
中日,8月12日(火),ブライト 健太,田中 幹也,ボスラー,細川 成也,チェイビス,石伊 雄太,岡林 勇希,山本 泰寛,大野 雄大
中日,8月13日(水),岡林 勇希,山本 泰寛,上林 誠知,細川 成也,ボスラー,石伊 雄太,チェイビス,柳 裕也,土田 龍空
中日,8月15日(金),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,チェイビス,山本 泰寛,石伊 雄太,金丸 夢斗
中日,8月16日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,チェイビス,山本 泰寛,加藤 匠馬,髙橋 宏斗
中日,8月17日(日),岡林 勇希,樋口 正修,上林 誠知,ボスラー,板山 祐太郎,駿太,宇佐見 真吾,松葉 貴大,土田 龍空
中日,8月19日(火),上林 誠知,板山 祐太郎,岡林 勇希,細川 成也,ボスラー,チェイビス,山本 泰寛,石伊 雄太,マラー
中日,8月20日(水),ブライト 健太,田中 幹也,岡林 勇希,細川 成也,ボスラー,チェイビス,山本 泰寛,石伊 雄太,大野 雄大
中日,8月22日(金),上林 誠知,田中 幹也,岡林 勇希,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,柳 裕也
中日,8月23日(土),岡林 勇希,樋口 正修,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,加藤 匠馬,髙橋 宏斗
中日,8月24日(日),岡林 勇希,田中 幹也,ブライト 健太,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,金丸 夢斗
中日,8月26日(火),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,マラー
中日,8月27日(水),岡林 勇希,田中 幹也,ブライト 健太,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,大野 雄大
中日,8月28日(木),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,仲地 礼亜
中日,8月29日(金),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,柳 裕也
中日,8月30日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,加藤 匠馬,髙橋 宏斗
中日,8月31日(日),岡林 勇希,樋口 正修,上林 誠知,ボスラー,板山 祐太郎,大島 洋平,ロドリゲス,宇佐見 真吾,松葉 貴大
中日,9月2日(火),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,加藤 匠馬,マラー
中日,9月3日(水),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,石川 昂弥,石伊 雄太,大野 雄大
中日,9月4日(木),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,涌井 秀章
中日,9月5日(金),岡林 勇希,福永 裕基,上林 誠知,細川 成也,ボスラー,山本 泰寛,ロドリゲス,石伊 雄太,柳 裕也
中日,9月6日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,加藤 匠馬,髙橋 宏斗
中日,9月7日(日),ブライト 健太,田中 幹也,岡林 勇希,細川 成也,ボスラー,福永 裕基,山本 泰寛,石伊 雄太,松葉 貴大
中日,9月9日(火),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,福永 裕基,山本 泰寛,石伊 雄太,松木平 優太
中日,9月10日(水),岡林 勇希,田中 幹也,ブライト 健太,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,金丸 夢斗
中日,9月11日(木),岡林 勇希,田中 幹也,上林 誠知,細川 成也,ボスラー,山本 泰寛,チェイビス,石伊 雄太,涌井 秀章
中日,9月12日(金),田中 幹也,山本 泰寛,岡林 勇希,細川 成也,上林 誠知,福永 裕基,ボスラー,石伊 雄太,柳 裕也
中日,9月13日(土),岡林 勇希,田中 幹也,上林 誠知,細川 成也,福永 裕基,ボスラー,山本 泰寛,加藤 匠馬,髙橋 宏斗
