球団,日付,選手名,得点,raw
オリックス,2025-03-30,杉本 裕太郎,5.0,B 5 - 0 M
オリックス,2025-04-02,杉本 裕太郎,3.0,M 2 - 3 B
オリックス,2025-04-03,杉本 裕太郎,3.0,M 2 - 3 B
オリックス,2025-04-04,杉本 裕太郎,4.0,F 3 - 4 B
オリックス,2025-04-05,杉本 裕太郎,11.0,F 1 - 11 B
オリックス,2025-04-06,杉本 裕太郎,6.0,F 4 - 6 B
オリックス,2025-04-09,杉本 裕太郎,9.0,B 9 - 10 H
オリックス,2025-04-10,杉本 裕太郎,1.0,B 1 - 1 H
オリックス,2025-04-11,杉本 裕太郎,4.0,E 1 - 4 B
オリックス,2025-04-13,杉本 裕太郎,6.0,E 1 - 6 B
オリックス,2025-04-16,杉本 裕太郎,0.0,B 0 - 5 L
オリックス,2025-04-19,杉本 裕太郎,4.0,B 4 - 7 F
オリックス,2025-04-22,杉本 裕太郎,5.0,H 5 - 5 B
オリックス,2025-04-23,杉本 裕太郎,2.0,H 6 - 2 B
オリックス,2025-04-25,杉本 裕太郎,6.0,L 2 - 6 B
オリックス,2025-04-26,杉本 裕太郎,0.0,L 3 - 0 B
オリックス,2025-04-27,杉本 裕太郎,2.0,L 3 - 2 B
オリックス,2025-04-30,杉本 裕太郎,,
オリックス,2025-05-03,杉本 裕太郎,7.0,E 0 - 7 B
オリックス,2025-05-04,杉本 裕太郎,3.0,E 14 - 3 B
オリックス,2025-05-05,杉本 裕太郎,1.0,B 1 - 0 F
オリックス,2025-05-06,杉本 裕太郎,3.0,B 3 - 7 F
オリックス,2025-05-07,杉本 裕太郎,2.0,B 2 - 2 F
オリックス,2025-05-09,杉本 裕太郎,1.0,B 1 - 11 H
オリックス,2025-05-10,杉本 裕太郎,6.0,B 6 - 1 H
オリックス,2025-05-11,杉本 裕太郎,1.0,B 1 - 7 H
オリックス,2025-05-13,杉本 裕太郎,0.0,F 7 - 0 B
オリックス,2025-05-15,杉本 裕太郎,0.0,F 7 - 0 B
オリックス,2025-06-04,杉本 裕太郎,6.0,B 6 - 1 C
オリックス,2025-06-12,杉本 裕太郎,4.0,B 4 - 2 DB
オリックス,2025-06-13,杉本 裕太郎,7.0,B 7 - 3 G
オリックス,2025-06-14,杉本 裕太郎,2.0,B 2 - 1 G
オリックス,2025-06-15,杉本 裕太郎,8.0,B 8 - 3 G
オリックス,2025-06-17,杉本 裕太郎,5.0,D 3 - 5 B
オリックス,2025-06-18,杉本 裕太郎,3.0,D 6 - 3 B
オリックス,2025-06-19,杉本 裕太郎,6.0,D 1 - 6 B
オリックス,2025-06-20,杉本 裕太郎,10.0,S 8 - 10 B
オリックス,2025-06-21,杉本 裕太郎,2.0,S 5 - 2 B
オリックス,2025-06-22,杉本 裕太郎,4.0,S 2 - 4 B
オリックス,2025-06-27,杉本 裕太郎,10.0,B 10 - 2 E
オリックス,2025-06-28,杉本 裕太郎,7.0,B 7 - 3 E
オリックス,2025-07-02,杉本 裕太郎,6.0,L 2 - 6 B
オリックス,2025-07-04,杉本 裕太郎,8.0,B 8 - 6 M
オリックス,2025-07-05,杉本 裕太郎,2.0,B 2 - 8 M
オリックス,2025-07-06,杉本 裕太郎,4.0,B 4 - 1 M
オリックス,2025-07-08,杉本 裕太郎,1.0,B 1 - 9 H
オリックス,2025-07-09,杉本 裕太郎,0.0,B 0 - 1 H
オリックス,2025-07-10,杉本 裕太郎,4.0,B 4 - 0 H
オリックス,2025-07-11,杉本 裕太郎,6.0,F 0 - 6 B
オリックス,2025-07-13,杉本 裕太郎,0.0,F 4 - 0 B
オリックス,2025-07-15,杉本 裕太郎,6.0,B 6 - 7 E
オリックス,2025-07-16,杉本 裕太郎,1.0,B 1 - 0 E
オリックス,2025-07-18,杉本 裕太郎,8.0,M 3 - 8 B
オリックス,2025-07-19,杉本 裕太郎,0.0,M 8 - 0 B
オリックス,2025-07-30,杉本 裕太郎,6.0,B 6 - 4 L
オリックス,2025-07-31,杉本 裕太郎,6.0,B 6 - 2 L
オリックス,2025-08-01,杉本 裕太郎,4.0,B 4 - 2 F
オリックス,2025-08-02,杉本 裕太郎,1.0,B 1 - 7 F
オリックス,2025-08-05,杉本 裕太郎,0.0,E 1 - 0 B
オリックス,2025-08-07,杉本 裕太郎,3.0,E 7 - 3 B
オリックス,2025-08-09,杉本 裕太郎,3.0,M 2 - 3 B
オリックス,2025-08-11,杉本 裕太郎,5.0,M 3 - 5 B
オリックス,2025-08-13,杉本 裕太郎,4.0,B 4 - 7 E
オリックス,2025-08-15,杉本 裕太郎,1.0,B 1 - 0 L
オリックス,2025-08-16,杉本 裕太郎,0.0,B 0 - 1 L
オリックス,2025-08-19,杉本 裕太郎,5.0,F 6 - 5 B
オリックス,2025-08-21,杉本 裕太郎,10.0,F 0 - 10 B
オリックス,2025-08-22,杉本 裕太郎,2.0,E 3 - 2 B
オリックス,2025-08-27,杉本 裕太郎,1.0,B 1 - 6 M
オリックス,2025-09-04,杉本 裕太郎,0.0,H 8 - 0 B
オリックス,2025-09-16,杉本 裕太郎,7.0,B 7 - 3 M
オリックス,2025-09-18,杉本 裕太郎,1.0,L 2 - 1 B
ソフトバンク,2025-03-28,山川 穂高,2.0,H 2 - 8 M
ソフトバンク,2025-03-29,山川 穂高,4.0,H 4 - 5 M
ソフトバンク,2025-03-29,山川 穂高,1.0,H 1 - 2 F
ソフトバンク,2025-03-30,山川 穂高,4.0,H 4 - 7 M
ソフトバンク,2025-03-30,山川 穂高,1.0,H 1 - 6 F
ソフトバンク,2025-04-01,山川 穂高,5.0,F 1 - 5 H
ソフトバンク,2025-04-02,山川 穂高,1.0,F 3 - 1 H
ソフトバンク,2025-04-04,山川 穂高,0.0,H 0 - 6 L
ソフトバンク,2025-04-05,山川 穂高,3.0,H 3 - 6 L
ソフトバンク,2025-04-06,山川 穂高,11.0,H 11 - 1 L
ソフトバンク,2025-04-08,山川 穂高,5.0,B 2 - 5 H
ソフトバンク,2025-04-09,山川 穂高,10.0,B 9 - 10 H
ソフトバンク,2025-04-10,山川 穂高,1.0,B 1 - 1 H
ソフトバンク,2025-04-11,山川 穂高,5.0,M 4 - 5 H
ソフトバンク,2025-04-12,山川 穂高,8.0,M 0 - 8 H
ソフトバンク,2025-04-15,山川 穂高,1.0,H 1 - 2 E
ソフトバンク,2025-04-16,山川 穂高,2.0,H 2 - 6 E
ソフトバンク,2025-04-17,山川 穂高,3.0,H 3 - 4 E
ソフトバンク,2025-04-18,山川 穂高,1.0,L 2 - 1 H
ソフトバンク,2025-04-19,山川 穂高,0.0,L 1 - 0 H
ソフトバンク,2025-04-20,山川 穂高,3.0,L 1 - 3 H
ソフトバンク,2025-04-22,山川 穂高,5.0,H 5 - 5 B
ソフトバンク,2025-04-23,山川 穂高,6.0,H 6 - 2 B
ソフトバンク,2025-04-25,山川 穂高,1.0,E 0 - 1 H
ソフトバンク,2025-04-26,山川 穂高,3.0,E 6 - 3 H
ソフトバンク,2025-04-27,山川 穂高,2.0,E 3 - 2 H
ソフトバンク,2025-04-29,山川 穂高,,
ソフトバンク,2025-04-30,山川 穂高,,
ソフトバンク,2025-05-01,山川 穂高,2.0,H 2 - 3 F
ソフトバンク,2025-05-02,山川 穂高,4.0,H 4 - 3 M
ソフトバンク,2025-05-03,山川 穂高,5.0,H 5 - 0 M
ソフトバンク,2025-05-04,山川 穂高,5.0,H 5 - 3 M
ソフトバンク,2025-05-05,山川 穂高,2.0,L 0 - 2 H
ソフトバンク,2025-05-06,山川 穂高,10.0,L 0 - 10 H
ソフトバンク,2025-05-07,山川 穂高,1.0,L 7 - 1 H
ソフトバンク,2025-05-09,山川 穂高,11.0,B 1 - 11 H
ソフトバンク,2025-05-10,山川 穂高,1.0,B 6 - 1 H
ソフトバンク,2025-05-11,山川 穂高,7.0,B 1 - 7 H
ソフトバンク,2025-05-13,山川 穂高,6.0,H 6 - 1 L
ソフトバンク,2025-05-14,山川 穂高,1.0,H 1 - 3 L
ソフトバンク,2025-07-04,山川 穂高,0.0,H 0 - 1 L
ソフトバンク,2025-07-05,山川 穂高,4.0,H 4 - 3 L
ソフトバンク,2025-07-06,山川 穂高,3.0,H 3 - 1 L
ソフトバンク,2025-07-31,山川 穂高,5.0,F 4 - 5 H
ソフトバンク,2025-08-01,山川 穂高,3.0,H 3 - 1 E
ソフトバンク,2025-08-02,山川 穂高,5.0,H 5 - 2 E
ソフトバンク,2025-08-03,山川 穂高,8.0,H 8 - 1 E
ソフトバンク,2025-08-05,山川 穂高,3.0,M 6 - 3 H
ソフトバンク,2025-08-06,山川 穂高,12.0,M 3 - 12 H
ソフトバンク,2025-08-07,山川 穂高,2.0,M 1 - 2 H
ソフトバンク,2025-08-09,山川 穂高,4.0,H 4 - 1 F
ソフトバンク,2025-08-10,山川 穂高,1.0,H 1 - 0 F
ソフトバンク,2025-08-11,山川 穂高,3.0,H 3 - 1 F
ソフトバンク,2025-08-13,山川 穂高,5.0,L 3 - 5 H
ソフトバンク,2025-08-14,山川 穂高,2.0,L 3 - 2 H
ソフトバンク,2025-08-15,山川 穂高,6.0,H 6 - 1 M
ソフトバンク,2025-08-16,山川 穂高,2.0,H 2 - 7 M
ソフトバンク,2025-08-17,山川 穂高,1.0,H 1 - 0 M
ソフトバンク,2025-08-19,山川 穂高,5.0,H 5 - 2 L
ソフトバンク,2025-08-20,山川 穂高,5.0,H 5 - 4 L
ソフトバンク,2025-08-22,山川 穂高,3.0,F 4 - 3 H
ソフトバンク,2025-08-23,山川 穂高,3.0,F 8 - 3 H
ソフトバンク,2025-08-24,山川 穂高,0.0,F 1 - 0 H
ソフトバンク,2025-08-30,山川 穂高,4.0,M 6 - 4 H
ソフトバンク,2025-08-31,山川 穂高,3.0,M 4 - 3 H
ソフトバンク,2025-09-02,山川 穂高,2.0,H 2 - 1 B
ソフトバンク,2025-09-25,山川 穂高,6.0,E 0 - 6 H
ソフトバンク,2025-09-26,山川 穂高,4.0,E 3 - 4 H
ソフトバンク,2025-10-03,山川 穂高,10.0,H 10 - 2 B
ソフトバンク,2025-10-05,山川 穂高,5.0,M 2 - 5 H
ヤクルト,2025-03-30,オスナ,0.0,G 3 - 0 S
ヤクルト,2025-03-30,オスナ,4.0,S 4 - 1 DB
ヤクルト,2025-04-02,オスナ,5.0,S 5 - 4 C
ヤクルト,2025-04-03,オスナ,3.0,S 3 - 0 C
ヤクルト,2025-04-05,オスナ,2.0,S 2 - 0 D
ヤクルト,2025-04-06,オスナ,5.0,S 5 - 6 D
ヤクルト,2025-04-08,オスナ,1.0,T 0 - 1 S
ヤクルト,2025-04-09,オスナ,5.0,T 3 - 5 S
ヤクルト,2025-04-12,オスナ,4.0,DB 5 - 4 S
ヤクルト,2025-04-15,オスナ,1.0,S 1 - 5 T
ヤクルト,2025-04-18,オスナ,2.0,S 2 - 7 G
ヤクルト,2025-04-19,オスナ,4.0,S 4 - 6 G
ヤクルト,2025-04-20,オスナ,3.0,S 3 - 2 G
ヤクルト,2025-04-23,オスナ,1.0,C 7 - 1 S
ヤクルト,2025-04-25,オスナ,6.0,D 4 - 6 S
ヤクルト,2025-04-26,オスナ,2.0,D 5 - 2 S
ヤクルト,2025-04-27,オスナ,6.0,D 2 - 6 S
ヤクルト,2025-04-29,オスナ,,
ヤクルト,2025-04-30,オスナ,,
ヤクルト,2025-05-01,オスナ,0.0,S 0 - 3 DB
ヤクルト,2025-05-02,オスナ,0.0,T 4 - 0 S
ヤクルト,2025-05-13,オスナ,4.0,D 5 - 4 S
ヤクルト,2025-05-16,オスナ,6.0,S 6 - 8 DB
ヤクルト,2025-05-17,オスナ,7.0,S 7 - 6 DB
ヤクルト,2025-05-18,オスナ,2.0,S 2 - 10 DB
ヤクルト,2025-05-24,オスナ,2.0,G 4 - 2 S
ヤクルト,2025-05-25,オスナ,2.0,G 5 - 2 S
ヤクルト,2025-05-27,オスナ,2.0,S 2 - 1 D
ヤクルト,2025-05-28,オスナ,1.0,S 1 - 4 D
ヤクルト,2025-05-29,オスナ,0.0,S 0 - 6 D
ヤクルト,2025-05-30,オスナ,2.0,DB 6 - 2 S
ヤクルト,2025-05-31,オスナ,2.0,DB 5 - 2 S
ヤクルト,2025-06-01,オスナ,2.0,DB 3 - 2 S
ヤクルト,2025-06-10,オスナ,1.0,F 3 - 1 S
ヤクルト,2025-06-11,オスナ,2.0,F 8 - 2 S
ヤクルト,2025-06-12,オスナ,1.0,F 6 - 1 S
ヤクルト,2025-06-13,オスナ,4.0,M 5 - 4 S
ヤクルト,2025-06-14,オスナ,5.0,M 0 - 5 S
ヤクルト,2025-06-15,オスナ,4.0,M 5 - 4 S
ヤクルト,2025-06-17,オスナ,4.0,S 4 - 4 E
ヤクルト,2025-06-18,オスナ,2.0,S 2 - 6 E
ヤクルト,2025-06-19,オスナ,1.0,S 1 - 3 E
ヤクルト,2025-06-21,オスナ,5.0,S 5 - 2 B
ヤクルト,2025-06-22,オスナ,2.0,S 2 - 4 B
ヤクルト,2025-06-27,オスナ,4.0,S 4 - 3 T
ヤクルト,2025-06-28,オスナ,0.0,S 0 - 2 T
ヤクルト,2025-06-29,オスナ,0.0,S 0 - 6 T
ヤクルト,2025-07-01,オスナ,2.0,C 2 - 2 S
ヤクルト,2025-07-02,オスナ,1.0,C 2 - 1 S
ヤクルト,2025-07-03,オスナ,5.0,C 0 - 5 S
ヤクルト,2025-07-04,オスナ,1.0,D 2 - 1 S
ヤクルト,2025-07-05,オスナ,6.0,D 4 - 6 S
ヤクルト,2025-07-06,オスナ,5.0,D 4 - 5 S
ヤクルト,2025-07-08,オスナ,0.0,S 0 - 4 DB
ヤクルト,2025-07-09,オスナ,4.0,S 4 - 4 DB
ヤクルト,2025-07-11,オスナ,6.0,T 3 - 6 S
ヤクルト,2025-07-12,オスナ,2.0,T 5 - 2 S
ヤクルト,2025-07-13,オスナ,1.0,T 2 - 1 S
ヤクルト,2025-07-17,オスナ,3.0,S 3 - 2 G
ヤクルト,2025-07-19,オスナ,3.0,S 3 - 1 C
ヤクルト,2025-07-20,オスナ,8.0,S 8 - 7 C
ヤクルト,2025-07-21,オスナ,7.0,S 7 - 6 C
ヤクルト,2025-07-26,オスナ,2.0,S 2 - 1 D
ヤクルト,2025-07-27,オスナ,3.0,S 3 - 2 D
ヤクルト,2025-09-20,オスナ,0.0,D 3 - 0 S
ロッテ,2025-06-04,山本 大斗,5.0,M 5 - 3 G
ロッテ,2025-06-05,山本 大斗,2.0,M 2 - 1 G
ロッテ,2025-06-06,山本 大斗,2.0,D 3 - 2 M
ロッテ,2025-06-07,山本 大斗,3.0,D 4 - 3 M
ロッテ,2025-06-08,山本 大斗,0.0,D 3 - 0 M
ロッテ,2025-06-10,山本 大斗,6.0,M 6 - 1 C
ロッテ,2025-06-11,山本 大斗,2.0,M 2 - 6 C
ロッテ,2025-06-12,山本 大斗,5.0,M 5 - 4 C
ロッテ,2025-06-13,山本 大斗,5.0,M 5 - 4 S
ロッテ,2025-06-14,山本 大斗,0.0,M 0 - 5 S
ロッテ,2025-06-15,山本 大斗,5.0,M 5 - 4 S
ロッテ,2025-06-17,山本 大斗,3.0,T 1 - 3 M
ロッテ,2025-06-18,山本 大斗,1.0,T 8 - 1 M
ロッテ,2025-06-19,山本 大斗,0.0,T 2 - 0 M
ロッテ,2025-06-20,山本 大斗,6.0,DB 1 - 6 M
ロッテ,2025-06-21,山本 大斗,0.0,DB 5 - 0 M
ロッテ,2025-06-22,山本 大斗,10.0,DB 9 - 10 M
ロッテ,2025-06-24,山本 大斗,6.0,M 6 - 4 G
ロッテ,2025-06-27,山本 大斗,3.0,M 3 - 6 H
ロッテ,2025-06-28,山本 大斗,5.0,M 5 - 0 H
ロッテ,2025-06-29,山本 大斗,1.0,M 1 - 2 H
ロッテ,2025-07-01,山本 大斗,0.0,E 6 - 0 M
ロッテ,2025-07-02,山本 大斗,6.0,E 3 - 6 M
ロッテ,2025-07-04,山本 大斗,6.0,B 8 - 6 M
ロッテ,2025-07-05,山本 大斗,8.0,B 2 - 8 M
ロッテ,2025-07-06,山本 大斗,1.0,B 4 - 1 M
ロッテ,2025-07-08,山本 大斗,4.0,M 4 - 5 F
ロッテ,2025-07-09,山本 大斗,1.0,M 1 - 13 F
ロッテ,2025-07-11,山本 大斗,2.0,M 2 - 2 L
ロッテ,2025-07-12,山本 大斗,1.0,M 1 - 5 L
ロッテ,2025-07-13,山本 大斗,5.0,M 5 - 1 L
ロッテ,2025-07-15,山本 大斗,2.0,H 10 - 2 M
ロッテ,2025-07-16,山本 大斗,0.0,H 6 - 0 M
ロッテ,2025-07-19,山本 大斗,8.0,M 8 - 0 B
ロッテ,2025-07-20,山本 大斗,8.0,M 8 - 2 B
ロッテ,2025-07-21,山本 大斗,2.0,M 2 - 0 B
ロッテ,2025-07-26,山本 大斗,0.0,F 5 - 0 M
ロッテ,2025-07-27,山本 大斗,5.0,F 4 - 5 M
ロッテ,2025-07-29,山本 大斗,1.0,M 1 - 2 E
ロッテ,2025-08-09,山本 大斗,2.0,M 2 - 3 B
ロッテ,2025-08-17,山本 大斗,0.0,H 1 - 0 M
ロッテ,2025-09-14,山本 大斗,1.0,E 5 - 1 M
ロッテ,2025-09-15,山本 大斗,4.0,E 5 - 4 M
ロッテ,2025-09-16,山本 大斗,3.0,B 7 - 3 M
ロッテ,2025-09-17,山本 大斗,2.0,B 1 - 2 M
ロッテ,2025-09-18,山本 大斗,7.0,M 7 - 0 E
ロッテ,2025-09-20,山本 大斗,7.0,F 8 - 7 M
中日,2025-04-12,細川 成也,3.0,T 2 - 3 D
中日,2025-04-15,細川 成也,1.0,C 7 - 1 D
中日,2025-04-16,細川 成也,2.0,C 0 - 2 D
中日,2025-04-19,細川 成也,3.0,D 3 - 2 DB
中日,2025-04-20,細川 成也,2.0,D 2 - 0 DB
中日,2025-04-22,細川 成也,1.0,G 8 - 1 D
中日,2025-04-23,細川 成也,0.0,G 2 - 0 D
中日,2025-04-25,細川 成也,4.0,D 4 - 6 S
中日,2025-04-26,細川 成也,5.0,D 5 - 2 S
中日,2025-04-27,細川 成也,2.0,D 2 - 6 S
中日,2025-06-21,細川 成也,2.0,D 2 - 3 F
中日,2025-06-22,細川 成也,4.0,D 4 - 1 F
中日,2025-06-27,細川 成也,3.0,D 3 - 2 C
中日,2025-06-28,細川 成也,1.0,D 1 - 2 C
中日,2025-06-29,細川 成也,1.0,D 1 - 2 C
中日,2025-07-01,細川 成也,2.0,DB 3 - 2 D
中日,2025-07-02,細川 成也,3.0,DB 4 - 3 D
中日,2025-07-03,細川 成也,5.0,DB 8 - 5 D
中日,2025-07-09,細川 成也,3.0,G 2 - 3 D
中日,2025-07-11,細川 成也,2.0,D 2 - 1 C
中日,2025-07-12,細川 成也,7.0,D 7 - 1 C
中日,2025-07-13,細川 成也,3.0,D 3 - 2 C
中日,2025-07-15,細川 成也,3.0,T 2 - 3 D
中日,2025-07-16,細川 成也,6.0,T 0 - 6 D
中日,2025-07-19,細川 成也,7.0,D 7 - 2 DB
中日,2025-07-20,細川 成也,3.0,D 3 - 5 DB
中日,2025-07-21,細川 成也,0.0,D 0 - 1 DB
中日,2025-07-26,細川 成也,1.0,S 2 - 1 D
中日,2025-07-27,細川 成也,2.0,S 3 - 2 D
中日,2025-07-29,細川 成也,8.0,D 8 - 5 G
中日,2025-07-30,細川 成也,0.0,D 0 - 2 G
中日,2025-07-31,細川 成也,7.0,D 7 - 6 G
中日,2025-08-01,細川 成也,1.0,C 3 - 1 D
中日,2025-08-02,細川 成也,6.0,C 0 - 6 D
中日,2025-08-03,細川 成也,1.0,C 2 - 1 D
中日,2025-08-05,細川 成也,2.0,D 2 - 6 T
中日,2025-08-06,細川 成也,2.0,D 2 - 3 T
中日,2025-08-07,細川 成也,8.0,D 8 - 3 T
中日,2025-08-08,細川 成也,2.0,D 2 - 3 C
中日,2025-08-09,細川 成也,2.0,D 2 - 0 C
中日,2025-08-10,細川 成也,5.0,D 5 - 6 C
中日,2025-08-11,細川 成也,2.0,G 0 - 2 D
中日,2025-08-12,細川 成也,0.0,G 5 - 0 D
中日,2025-08-13,細川 成也,4.0,G 3 - 4 D
中日,2025-08-15,細川 成也,3.0,D 3 - 4 DB
中日,2025-08-16,細川 成也,0.0,D 0 - 6 DB
中日,2025-08-19,細川 成也,4.0,T 5 - 4 D
中日,2025-08-20,細川 成也,2.0,T 1 - 2 D
中日,2025-08-22,細川 成也,6.0,C 4 - 6 D
中日,2025-08-23,細川 成也,5.0,C 2 - 5 D
中日,2025-08-24,細川 成也,4.0,C 5 - 4 D
中日,2025-08-26,細川 成也,0.0,D 0 - 2 S
中日,2025-08-27,細川 成也,3.0,D 3 - 0 S
中日,2025-08-28,細川 成也,4.0,D 4 - 3 S
中日,2025-08-29,細川 成也,9.0,DB 8 - 9 D
中日,2025-08-30,細川 成也,9.0,DB 7 - 9 D
中日,2025-09-02,細川 成也,3.0,D 3 - 5 T
中日,2025-09-03,細川 成也,5.0,D 5 - 2 T
中日,2025-09-04,細川 成也,5.0,D 5 - 7 T
中日,2025-09-05,細川 成也,1.0,D 1 - 0 G
中日,2025-09-06,細川 成也,4.0,D 4 - 5 G
中日,2025-09-07,細川 成也,3.0,D 3 - 6 G
中日,2025-09-09,細川 成也,2.0,S 3 - 2 D
中日,2025-09-10,細川 成也,6.0,S 3 - 6 D
中日,2025-09-11,細川 成也,5.0,S 6 - 5 D
中日,2025-09-12,細川 成也,0.0,C 9 - 0 D
中日,2025-09-13,細川 成也,0.0,C 5 - 0 D
中日,2025-09-14,細川 成也,1.0,T 0 - 1 D
中日,2025-09-15,細川 成也,2.0,T 6 - 2 D
中日,2025-09-17,細川 成也,0.0,D 0 - 1 DB
中日,2025-09-18,細川 成也,4.0,D 4 - 7 DB
中日,2025-09-20,細川 成也,3.0,D 3 - 0 S
中日,2025-09-21,細川 成也,5.0,D 5 - 2 G
中日,2025-09-23,細川 成也,3.0,S 0 - 3 D
中日,2025-09-28,細川 成也,4.0,T 2 - 4 D
巨人,2025-03-28,岡本 和真,6.0,G 6 - 5 S
巨人,2025-03-29,岡本 和真,12.0,G 12 - 0 S
巨人,2025-03-29,岡本 和真,4.0,G 4 - 3 C
巨人,2025-03-30,岡本 和真,3.0,G 3 - 0 S
巨人,2025-03-30,岡本 和真,2.0,G 2 - 0 C
巨人,2025-04-01,岡本 和真,2.0,D 3 - 2 G
巨人,2025-04-02,岡本 和真,2.0,D 0 - 2 G
巨人,2025-04-03,岡本 和真,5.0,D 3 - 5 G
巨人,2025-04-04,岡本 和真,2.0,G 2 - 7 T
巨人,2025-04-05,岡本 和真,3.0,G 3 - 4 T
巨人,2025-04-06,岡本 和真,0.0,G 0 - 1 T
巨人,2025-04-08,岡本 和真,3.0,DB 3 - 3 G
巨人,2025-04-09,岡本 和真,6.0,DB 3 - 6 G
巨人,2025-04-11,岡本 和真,3.0,C 12 - 3 G
巨人,2025-04-12,岡本 和真,0.0,C 1 - 0 G
巨人,2025-04-13,岡本 和真,3.0,C 5 - 3 G
巨人,2025-04-15,岡本 和真,1.0,G 1 - 0 DB
巨人,2025-04-16,岡本 和真,5.0,G 5 - 0 DB
巨人,2025-04-17,岡本 和真,1.0,G 1 - 9 DB
巨人,2025-04-18,岡本 和真,7.0,S 2 - 7 G
