球団,日付,選手名,得点,raw
巨人,2025-04-19,岡本 和真,6.0,S 4 - 6 G
巨人,2025-04-20,岡本 和真,2.0,S 3 - 2 G
巨人,2025-04-22,岡本 和真,8.0,G 8 - 1 D
巨人,2025-04-23,岡本 和真,2.0,G 2 - 0 D
巨人,2025-04-25,岡本 和真,1.0,T 4 - 1 G
巨人,2025-04-26,岡本 和真,2.0,T 6 - 2 G
巨人,2025-04-27,岡本 和真,2.0,T 1 - 2 G
巨人,2025-04-29,岡本 和真,,
巨人,2025-04-30,岡本 和真,,
巨人,2025-05-01,岡本 和真,4.0,G 4 - 3 C
巨人,2025-05-03,岡本 和真,0.0,DB 1 - 0 G
巨人,2025-05-04,岡本 和真,3.0,DB 1 - 3 G
巨人,2025-05-05,岡本 和真,1.0,G 1 - 10 T
巨人,2025-05-06,岡本 和真,1.0,G 1 - 7 T
巨人,2025-08-16,岡本 和真,0.0,G 0 - 3 T
巨人,2025-08-17,岡本 和真,1.0,G 1 - 3 T
巨人,2025-08-19,岡本 和真,15.0,S 2 - 15 G
巨人,2025-08-20,岡本 和真,2.0,S 7 - 2 G
巨人,2025-08-21,岡本 和真,7.0,S 1 - 7 G
巨人,2025-08-22,岡本 和真,8.0,G 8 - 1 DB
巨人,2025-08-23,岡本 和真,4.0,G 4 - 1 DB
巨人,2025-08-24,岡本 和真,2.0,G 2 - 4 DB
巨人,2025-08-26,岡本 和真,1.0,C 4 - 1 G
巨人,2025-08-27,岡本 和真,2.0,C 3 - 2 G
巨人,2025-08-28,岡本 和真,3.0,C 8 - 3 G
巨人,2025-08-29,岡本 和真,4.0,T 3 - 4 G
巨人,2025-09-03,岡本 和真,5.0,G 5 - 3 S
巨人,2025-09-04,岡本 和真,1.0,G 1 - 12 S
巨人,2025-09-05,岡本 和真,0.0,D 1 - 0 G
巨人,2025-09-06,岡本 和真,5.0,D 4 - 5 G
巨人,2025-09-07,岡本 和真,6.0,D 3 - 6 G
巨人,2025-09-09,岡本 和真,6.0,G 6 - 4 C
巨人,2025-09-10,岡本 和真,4.0,G 4 - 3 C
巨人,2025-09-11,岡本 和真,2.0,G 2 - 3 C
巨人,2025-09-13,岡本 和真,11.0,G 11 - 10 T
巨人,2025-09-14,岡本 和真,7.0,DB 9 - 7 G
巨人,2025-09-15,岡本 和真,0.0,DB 3 - 0 G
巨人,2025-09-17,岡本 和真,4.0,S 2 - 4 G
巨人,2025-09-18,岡本 和真,0.0,S 5 - 0 G
巨人,2025-09-19,岡本 和真,5.0,G 5 - 4 C
巨人,2025-09-20,岡本 和真,3.0,G 3 - 1 C
巨人,2025-09-21,岡本 和真,2.0,D 5 - 2 G
巨人,2025-09-23,岡本 和真,0.0,C 5 - 0 G
巨人,2025-09-26,岡本 和真,4.0,DB 5 - 4 G
巨人,2025-09-27,岡本 和真,9.0,DB 8 - 9 G
巨人,2025-09-28,岡本 和真,4.0,S 4 - 4 G
巨人,2025-09-30,岡本 和真,4.0,G 4 - 2 D
巨人,2025-10-01,岡本 和真,5.0,G 5 - 2 D
広島,2025-04-09,末包 昇大,1.0,D 3 - 1 C
広島,2025-04-10,末包 昇大,2.0,D 1 - 2 C
広島,2025-04-11,末包 昇大,12.0,C 12 - 3 G
広島,2025-04-12,末包 昇大,1.0,C 1 - 0 G
広島,2025-04-13,末包 昇大,5.0,C 5 - 3 G
広島,2025-04-15,末包 昇大,7.0,C 7 - 1 D
広島,2025-04-16,末包 昇大,0.0,C 0 - 2 D
広島,2025-04-18,末包 昇大,5.0,T 2 - 5 C
広島,2025-04-19,末包 昇大,3.0,T 0 - 3 C
広島,2025-04-20,末包 昇大,1.0,T 8 - 1 C
広島,2025-04-23,末包 昇大,7.0,C 7 - 1 S
広島,2025-04-25,末包 昇大,1.0,DB 2 - 1 C
広島,2025-04-26,末包 昇大,0.0,DB 2 - 0 C
広島,2025-04-27,末包 昇大,1.0,DB 2 - 1 C
広島,2025-04-29,末包 昇大,,
広島,2025-04-30,末包 昇大,,
広島,2025-05-01,末包 昇大,3.0,G 4 - 3 C
広島,2025-05-02,末包 昇大,2.0,C 2 - 4 D
広島,2025-05-03,末包 昇大,2.0,C 2 - 0 D
広島,2025-05-04,末包 昇大,9.0,C 9 - 4 D
広島,2025-05-05,末包 昇大,4.0,S 0 - 4 C
広島,2025-05-07,末包 昇大,5.0,S 3 - 5 C
広島,2025-05-09,末包 昇大,3.0,DB 4 - 3 C
広島,2025-05-10,末包 昇大,5.0,DB 3 - 5 C
広島,2025-05-11,末包 昇大,2.0,DB 4 - 2 C
広島,2025-05-13,末包 昇大,5.0,C 5 - 4 G
広島,2025-05-14,末包 昇大,3.0,C 3 - 0 G
広島,2025-05-15,末包 昇大,5.0,C 5 - 1 G
広島,2025-05-16,末包 昇大,4.0,T 2 - 4 C
広島,2025-05-17,末包 昇大,2.0,T 5 - 2 C
広島,2025-05-18,末包 昇大,1.0,T 3 - 1 C
広島,2025-05-20,末包 昇大,3.0,C 3 - 2 S
広島,2025-05-22,末包 昇大,2.0,C 2 - 2 S
広島,2025-05-23,末包 昇大,1.0,C 1 - 2 DB
広島,2025-05-25,末包 昇大,3.0,C 3 - 0 DB
広島,2025-05-27,末包 昇大,2.0,G 1 - 2 C
広島,2025-05-28,末包 昇大,1.0,G 4 - 1 C
広島,2025-05-30,末包 昇大,2.0,C 2 - 5 T
広島,2025-05-31,末包 昇大,0.0,C 0 - 2 T
広島,2025-06-01,末包 昇大,0.0,C 0 - 8 T
広島,2025-06-03,末包 昇大,5.0,B 2 - 5 C
広島,2025-06-04,末包 昇大,1.0,B 6 - 1 C
広島,2025-06-05,末包 昇大,3.0,B 4 - 3 C
広島,2025-06-06,末包 昇大,3.0,C 3 - 2 L
広島,2025-07-31,末包 昇大,6.0,T 3 - 6 C
広島,2025-08-01,末包 昇大,3.0,C 3 - 1 D
広島,2025-08-02,末包 昇大,0.0,C 0 - 6 D
広島,2025-08-03,末包 昇大,2.0,C 2 - 1 D
広島,2025-08-05,末包 昇大,4.0,DB 5 - 4 C
広島,2025-08-06,末包 昇大,8.0,DB 5 - 8 C
広島,2025-08-07,末包 昇大,5.0,DB 9 - 5 C
広島,2025-08-08,末包 昇大,3.0,D 2 - 3 C
広島,2025-08-10,末包 昇大,6.0,D 5 - 6 C
広島,2025-08-12,末包 昇大,9.0,C 9 - 2 T
広島,2025-08-13,末包 昇大,0.0,C 0 - 2 T
広島,2025-08-15,末包 昇大,1.0,C 1 - 2 S
広島,2025-08-16,末包 昇大,5.0,C 5 - 3 S
広島,2025-08-17,末包 昇大,2.0,C 2 - 7 S
広島,2025-08-19,末包 昇大,3.0,DB 1 - 3 C
広島,2025-08-20,末包 昇大,4.0,DB 7 - 4 C
広島,2025-09-19,末包 昇大,4.0,G 5 - 4 C
広島,2025-09-20,末包 昇大,1.0,G 3 - 1 C
広島,2025-09-26,末包 昇大,1.0,S 11 - 1 C
日本ハム,2025-03-28,野村 佑希,2.0,L 0 - 2 F
日本ハム,2025-03-29,野村 佑希,3.0,L 2 - 3 F
日本ハム,2025-03-29,野村 佑希,2.0,H 1 - 2 F
日本ハム,2025-03-30,野村 佑希,7.0,L 5 - 7 F
日本ハム,2025-03-30,野村 佑希,6.0,H 1 - 6 F
日本ハム,2025-04-01,野村 佑希,1.0,F 1 - 5 H
日本ハム,2025-04-02,野村 佑希,3.0,F 3 - 1 H
日本ハム,2025-04-04,野村 佑希,3.0,F 3 - 4 B
日本ハム,2025-04-06,野村 佑希,4.0,F 4 - 6 B
日本ハム,2025-04-08,野村 佑希,5.0,E 2 - 5 F
日本ハム,2025-04-09,野村 佑希,8.0,E 2 - 8 F
日本ハム,2025-04-10,野村 佑希,10.0,E 0 - 10 F
日本ハム,2025-04-11,野村 佑希,2.0,F 2 - 0 L
日本ハム,2025-04-12,野村 佑希,1.0,F 1 - 2 L
日本ハム,2025-04-13,野村 佑希,2.0,F 2 - 7 L
日本ハム,2025-04-15,野村 佑希,9.0,M 3 - 9 F
日本ハム,2025-04-16,野村 佑希,0.0,M 4 - 0 F
日本ハム,2025-04-18,野村 佑希,1.0,B 2 - 1 F
日本ハム,2025-04-19,野村 佑希,7.0,B 4 - 7 F
日本ハム,2025-04-20,野村 佑希,2.0,B 0 - 2 F
日本ハム,2025-04-22,野村 佑希,2.0,F 2 - 4 E
日本ハム,2025-04-23,野村 佑希,3.0,F 3 - 8 E
日本ハム,2025-04-25,野村 佑希,1.0,F 1 - 2 M
日本ハム,2025-04-26,野村 佑希,2.0,F 2 - 1 M
日本ハム,2025-04-27,野村 佑希,3.0,F 3 - 5 M
日本ハム,2025-04-29,野村 佑希,,
日本ハム,2025-04-30,野村 佑希,,
日本ハム,2025-05-01,野村 佑希,3.0,H 2 - 3 F
日本ハム,2025-05-03,野村 佑希,3.0,F 3 - 4 L
日本ハム,2025-05-04,野村 佑希,3.0,F 3 - 2 L
日本ハム,2025-05-05,野村 佑希,0.0,B 1 - 0 F
日本ハム,2025-05-06,野村 佑希,7.0,B 3 - 7 F
日本ハム,2025-05-07,野村 佑希,2.0,B 2 - 2 F
日本ハム,2025-05-09,野村 佑希,2.0,F 2 - 1 E
日本ハム,2025-05-10,野村 佑希,8.0,F 8 - 7 E
日本ハム,2025-05-11,野村 佑希,4.0,F 4 - 0 E
日本ハム,2025-05-13,野村 佑希,7.0,F 7 - 0 B
日本ハム,2025-05-14,野村 佑希,5.0,F 5 - 9 B
日本ハム,2025-06-17,野村 佑希,4.0,G 1 - 4 F
日本ハム,2025-06-18,野村 佑希,1.0,G 2 - 1 F
日本ハム,2025-06-21,野村 佑希,3.0,D 2 - 3 F
日本ハム,2025-06-22,野村 佑希,1.0,D 4 - 1 F
日本ハム,2025-06-27,野村 佑希,5.0,L 2 - 5 F
日本ハム,2025-06-28,野村 佑希,2.0,L 3 - 2 F
日本ハム,2025-06-29,野村 佑希,2.0,L 1 - 2 F
日本ハム,2025-07-01,野村 佑希,0.0,H 1 - 0 F
日本ハム,2025-07-02,野村 佑希,1.0,H 2 - 1 F
日本ハム,2025-07-03,野村 佑希,1.0,H 4 - 1 F
日本ハム,2025-07-04,野村 佑希,7.0,F 7 - 1 E
日本ハム,2025-07-06,野村 佑希,8.0,F 8 - 6 E
日本ハム,2025-07-21,野村 佑希,2.0,E 0 - 2 F
日本ハム,2025-08-15,野村 佑希,1.0,E 3 - 1 F
日本ハム,2025-09-28,野村 佑希,4.0,M 3 - 4 F
日本ハム,2025-10-04,野村 佑希,0.0,M 3 - 0 F
楽天,2025-07-05,ボイト,1.0,F 12 - 1 E
楽天,2025-07-06,ボイト,6.0,F 8 - 6 E
楽天,2025-07-08,ボイト,7.0,L 2 - 7 E
楽天,2025-07-09,ボイト,2.0,L 0 - 2 E
楽天,2025-07-10,ボイト,1.0,L 5 - 1 E
楽天,2025-07-11,ボイト,3.0,E 3 - 0 H
楽天,2025-07-12,ボイト,7.0,E 7 - 0 H
楽天,2025-07-15,ボイト,7.0,B 6 - 7 E
楽天,2025-07-16,ボイト,0.0,B 1 - 0 E
楽天,2025-07-27,ボイト,4.0,E 4 - 1 L
楽天,2025-07-29,ボイト,2.0,M 1 - 2 E
楽天,2025-07-30,ボイト,8.0,M 5 - 8 E
楽天,2025-07-31,ボイト,6.0,M 5 - 6 E
楽天,2025-08-01,ボイト,1.0,H 3 - 1 E
楽天,2025-09-09,ボイト,6.0,E 6 - 5 L
楽天,2025-09-12,ボイト,6.0,E 6 - 3 M
楽天,2025-09-13,ボイト,4.0,E 4 - 6 M
楽天,2025-09-14,ボイト,5.0,E 5 - 1 M
楽天,2025-09-15,ボイト,5.0,E 5 - 4 M
楽天,2025-09-17,ボイト,3.0,E 3 - 2 F
楽天,2025-09-18,ボイト,0.0,M 7 - 0 E
楽天,2025-09-19,ボイト,1.0,E 1 - 4 L
楽天,2025-09-20,ボイト,2.0,E 2 - 1 L
楽天,2025-09-21,ボイト,2.0,E 2 - 8 L
楽天,2025-09-23,ボイト,7.0,F 0 - 7 E
楽天,2025-09-24,ボイト,3.0,E 3 - 8 H
楽天,2025-09-25,ボイト,0.0,E 0 - 6 H
楽天,2025-09-26,ボイト,3.0,E 3 - 4 H
楽天,2025-09-27,ボイト,0.0,B 2 - 0 E
楽天,2025-09-28,ボイト,5.0,B 10 - 5 E
楽天,2025-09-29,ボイト,0.0,B 4 - 0 E
楽天,2025-09-30,ボイト,2.0,M 1 - 2 E
楽天,2025-10-03,ボイト,7.0,E 7 - 6 L
楽天,2025-10-04,ボイト,3.0,E 3 - 2 L
楽天,2025-10-05,ボイト,1.0,E 1 - 2 B
西武,2025-04-12,ネビン,2.0,F 1 - 2 L
西武,2025-04-18,ネビン,2.0,L 2 - 1 H
西武,2025-04-25,ネビン,2.0,L 2 - 6 B
西武,2025-04-26,ネビン,3.0,L 3 - 0 B
西武,2025-04-27,ネビン,3.0,L 3 - 2 B
西武,2025-04-29,ネビン,,
西武,2025-04-30,ネビン,,
西武,2025-05-01,ネビン,2.0,L 2 - 1 E
西武,2025-05-03,ネビン,4.0,F 3 - 4 L
西武,2025-05-04,ネビン,2.0,F 3 - 2 L
西武,2025-05-05,ネビン,0.0,L 0 - 2 H
西武,2025-05-06,ネビン,0.0,L 0 - 10 H
西武,2025-05-07,ネビン,7.0,L 7 - 1 H
西武,2025-05-09,ネビン,1.0,L 1 - 0 M
西武,2025-05-10,ネビン,7.0,L 7 - 0 M
西武,2025-05-11,ネビン,10.0,L 10 - 0 M
西武,2025-05-13,ネビン,1.0,H 6 - 1 L
西武,2025-05-14,ネビン,3.0,H 1 - 3 L
西武,2025-05-15,ネビン,0.0,H 5 - 0 L
西武,2025-05-16,ネビン,3.0,L 3 - 0 B
西武,2025-05-17,ネビン,3.0,L 3 - 2 B
西武,2025-05-18,ネビン,1.0,L 1 - 3 B
西武,2025-05-20,ネビン,1.0,E 0 - 1 L
西武,2025-05-22,ネビン,1.0,E 2 - 1 L
西武,2025-05-23,ネビン,3.0,M 9 - 3 L
西武,2025-05-24,ネビン,6.0,M 1 - 6 L
西武,2025-05-25,ネビン,8.0,M 0 - 8 L
西武,2025-05-27,ネビン,1.0,L 1 - 3 E
西武,2025-05-28,ネビン,6.0,L 6 - 0 E
西武,2025-05-29,ネビン,3.0,L 3 - 6 E
西武,2025-05-31,ネビン,2.0,B 3 - 2 L
西武,2025-06-01,ネビン,3.0,B 2 - 3 L
西武,2025-06-03,ネビン,1.0,L 1 - 0 S
西武,2025-06-04,ネビン,4.0,L 4 - 2 S
西武,2025-06-05,ネビン,1.0,L 1 - 4 S
西武,2025-06-06,ネビン,2.0,C 3 - 2 L
西武,2025-06-07,ネビン,2.0,C 5 - 2 L
西武,2025-06-08,ネビン,0.0,C 10 - 0 L
西武,2025-06-10,ネビン,4.0,L 4 - 2 T
西武,2025-06-11,ネビン,3.0,L 3 - 2 T
西武,2025-06-12,ネビン,4.0,L 4 - 1 T
西武,2025-06-13,ネビン,1.0,L 1 - 2 D
西武,2025-06-14,ネビン,2.0,L 2 - 1 D
西武,2025-06-15,ネビン,1.0,L 1 - 0 D
西武,2025-06-17,ネビン,3.0,DB 0 - 3 L
西武,2025-06-18,ネビン,2.0,DB 4 - 2 L
西武,2025-06-19,ネビン,2.0,DB 1 - 2 L
西武,2025-06-20,ネビン,1.0,G 2 - 1 L
西武,2025-06-21,ネビン,2.0,G 5 - 2 L
西武,2025-06-22,ネビン,5.0,G 0 - 5 L
西武,2025-06-27,ネビン,2.0,L 2 - 5 F
西武,2025-06-28,ネビン,3.0,L 3 - 2 F
西武,2025-06-29,ネビン,1.0,L 1 - 2 F
西武,2025-07-01,ネビン,0.0,L 0 - 3 B
西武,2025-07-02,ネビン,2.0,L 2 - 6 B
西武,2025-07-04,ネビン,1.0,H 0 - 1 L
西武,2025-07-05,ネビン,3.0,H 4 - 3 L
西武,2025-07-06,ネビン,1.0,H 3 - 1 L
西武,2025-07-08,ネビン,2.0,L 2 - 7 E
西武,2025-07-09,ネビン,0.0,L 0 - 2 E
西武,2025-07-10,ネビン,5.0,L 5 - 1 E
西武,2025-07-11,ネビン,2.0,M 2 - 2 L
西武,2025-07-12,ネビン,5.0,M 1 - 5 L
西武,2025-07-13,ネビン,1.0,M 5 - 1 L
西武,2025-07-14,ネビン,1.0,L 1 - 2 F
西武,2025-07-16,ネビン,1.0,L 1 - 10 F
西武,2025-07-17,ネビン,4.0,L 4 - 3 F
西武,2025-07-19,ネビン,0.0,L 0 - 4 H
西武,2025-07-20,ネビン,3.0,L 3 - 7 H
西武,2025-07-21,ネビン,1.0,L 1 - 4 H
西武,2025-07-26,ネビン,2.0,E 3 - 2 L
西武,2025-07-27,ネビン,1.0,E 4 - 1 L
西武,2025-07-29,ネビン,3.0,B 2 - 3 L
西武,2025-07-30,ネビン,4.0,B 6 - 4 L
西武,2025-07-31,ネビン,2.0,B 6 - 2 L
西武,2025-08-01,ネビン,11.0,L 11 - 2 M
西武,2025-08-02,ネビン,5.0,L 5 - 5 M
西武,2025-08-03,ネビン,1.0,L 1 - 2 M
西武,2025-08-05,ネビン,1.0,F 6 - 1 L
西武,2025-08-06,ネビン,0.0,F 4 - 0 L
西武,2025-08-07,ネビン,2.0,F 0 - 2 L
西武,2025-08-09,ネビン,9.0,L 9 - 4 E
西武,2025-08-10,ネビン,4.0,L 4 - 9 E
西武,2025-08-11,ネビン,5.0,L 5 - 4 E
西武,2025-08-13,ネビン,3.0,L 3 - 5 H
西武,2025-08-14,ネビン,3.0,L 3 - 2 H
西武,2025-08-15,ネビン,0.0,B 1 - 0 L
西武,2025-08-16,ネビン,1.0,B 0 - 1 L
西武,2025-08-17,ネビン,6.0,B 7 - 6 L
西武,2025-08-19,ネビン,2.0,H 5 - 2 L
西武,2025-08-20,ネビン,4.0,H 5 - 4 L
西武,2025-08-22,ネビン,3.0,M 0 - 3 L
西武,2025-08-23,ネビン,2.0,M 0 - 2 L
西武,2025-08-24,ネビン,0.0,M 2 - 0 L
西武,2025-08-26,ネビン,2.0,L 2 - 2 F
西武,2025-08-27,ネビン,3.0,L 3 - 2 F
西武,2025-08-29,ネビン,1.0,L 1 - 8 B
西武,2025-08-30,ネビン,1.0,L 1 - 7 B
西武,2025-08-31,ネビン,1.0,L 1 - 4 B
西武,2025-09-02,ネビン,2.0,E 0 - 2 L
西武,2025-09-03,ネビン,11.0,E 6 - 11 L
西武,2025-09-05,ネビン,5.0,L 5 - 3 M
西武,2025-09-06,ネビン,4.0,L 4 - 0 M
西武,2025-09-07,ネビン,2.0,L 2 - 4 M
西武,2025-09-09,ネビン,5.0,E 6 - 5 L
西武,2025-09-12,ネビン,7.0,F 3 - 7 L
西武,2025-09-13,ネビン,4.0,F 5 - 4 L
西武,2025-09-14,ネビン,3.0,F 4 - 3 L
西武,2025-09-15,ネビン,5.0,F 12 - 5 L
西武,2025-09-17,ネビン,8.0,H 11 - 8 L
西武,2025-09-18,ネビン,2.0,L 2 - 1 B
西武,2025-09-19,ネビン,4.0,E 1 - 4 L
西武,2025-09-23,ネビン,0.0,M 1 - 0 L
西武,2025-09-24,ネビン,0.0,M 5 - 0 L
西武,2025-09-25,ネビン,5.0,L 5 - 4 F
西武,2025-09-26,ネビン,5.0,L 5 - 8 F
西武,2025-09-27,ネビン,1.0,L 1 - 4 H
西武,2025-09-28,ネビン,1.0,L 1 - 4 H
西武,2025-09-29,ネビン,2.0,L 2 - 0 M
阪神,2025-04-15,佐藤 輝明,5.0,S 1 - 5 T
阪神,2025-04-17,佐藤 輝明,7.0,S 5 - 7 T
阪神,2025-04-18,佐藤 輝明,2.0,T 2 - 5 C
阪神,2025-04-19,佐藤 輝明,0.0,T 0 - 3 C
阪神,2025-04-20,佐藤 輝明,8.0,T 8 - 1 C
阪神,2025-04-22,佐藤 輝明,4.0,DB 2 - 4 T
阪神,2025-04-23,佐藤 輝明,3.0,DB 2 - 3 T
阪神,2025-04-24,佐藤 輝明,4.0,DB 2 - 4 T
阪神,2025-04-25,佐藤 輝明,4.0,T 4 - 1 G
阪神,2025-04-26,佐藤 輝明,6.0,T 6 - 2 G
阪神,2025-04-27,佐藤 輝明,1.0,T 1 - 2 G
阪神,2025-04-29,佐藤 輝明,,
阪神,2025-04-30,佐藤 輝明,,
阪神,2025-05-01,佐藤 輝明,2.0,D 3 - 2 T
阪神,2025-05-02,佐藤 輝明,4.0,T 4 - 0 S
阪神,2025-05-03,佐藤 輝明,7.0,T 7 - 1 S
阪神,2025-05-04,佐藤 輝明,2.0,T 2 - 5 S
阪神,2025-05-05,佐藤 輝明,10.0,G 1 - 10 T
阪神,2025-05-06,佐藤 輝明,7.0,G 1 - 7 T
阪神,2025-05-07,佐藤 輝明,4.0,G 6 - 4 T
阪神,2025-05-10,佐藤 輝明,2.0,T 2 - 0 D
阪神,2025-05-11,佐藤 輝明,1.0,T 1 - 0 D
阪神,2025-05-13,佐藤 輝明,1.0,DB 1 - 1 T
阪神,2025-05-15,佐藤 輝明,0.0,DB 1 - 0 T
阪神,2025-05-16,佐藤 輝明,2.0,T 2 - 4 C
阪神,2025-05-17,佐藤 輝明,5.0,T 5 - 2 C
阪神,2025-05-18,佐藤 輝明,3.0,T 3 - 1 C
阪神,2025-05-20,佐藤 輝明,4.0,T 4 - 0 G
阪神,2025-05-21,佐藤 輝明,4.0,T 4 - 5 G
阪神,2025-05-22,佐藤 輝明,2.0,T 2 - 3 G
阪神,2025-05-23,佐藤 輝明,3.0,D 0 - 3 T
阪神,2025-05-24,佐藤 輝明,4.0,D 5 - 4 T
阪神,2025-05-25,佐藤 輝明,5.0,D 1 - 5 T
阪神,2025-05-27,佐藤 輝明,1.0,T 1 - 0 DB
阪神,2025-05-28,佐藤 輝明,1.0,T 1 - 0 DB
阪神,2025-05-29,佐藤 輝明,1.0,T 1 - 5 DB
阪神,2025-05-30,佐藤 輝明,5.0,C 2 - 5 T
阪神,2025-05-31,佐藤 輝明,2.0,C 0 - 2 T
阪神,2025-06-01,佐藤 輝明,8.0,C 0 - 8 T
阪神,2025-06-03,佐藤 輝明,1.0,F 0 - 1 T
阪神,2025-06-04,佐藤 輝明,4.0,F 5 - 4 T
阪神,2025-06-05,佐藤 輝明,7.0,F 1 - 7 T
阪神,2025-06-06,佐藤 輝明,1.0,T 1 - 0 B
阪神,2025-06-07,佐藤 輝明,8.0,T 8 - 2 B
阪神,2025-06-08,佐藤 輝明,8.0,T 8 - 1 B
阪神,2025-06-10,佐藤 輝明,2.0,L 4 - 2 T
阪神,2025-06-11,佐藤 輝明,2.0,L 3 - 2 T
阪神,2025-06-12,佐藤 輝明,1.0,L 4 - 1 T
阪神,2025-06-13,佐藤 輝明,2.0,E 3 - 2 T
阪神,2025-06-14,佐藤 輝明,4.0,E 5 - 4 T
阪神,2025-06-15,佐藤 輝明,2.0,E 3 - 2 T
阪神,2025-06-17,佐藤 輝明,1.0,T 1 - 3 M
阪神,2025-06-18,佐藤 輝明,8.0,T 8 - 1 M
阪神,2025-06-19,佐藤 輝明,2.0,T 2 - 0 M
阪神,2025-06-20,佐藤 輝明,1.0,T 1 - 2 H
阪神,2025-06-21,佐藤 輝明,3.0,T 3 - 0 H
阪神,2025-06-22,佐藤 輝明,1.0,T 1 - 3 H
阪神,2025-06-27,佐藤 輝明,3.0,S 4 - 3 T
阪神,2025-06-28,佐藤 輝明,2.0,S 0 - 2 T
阪神,2025-06-29,佐藤 輝明,6.0,S 0 - 6 T
阪神,2025-07-01,佐藤 輝明,2.0,T 2 - 1 G
阪神,2025-07-02,佐藤 輝明,1.0,T 1 - 0 G
阪神,2025-07-03,佐藤 輝明,3.0,T 3 - 2 G
阪神,2025-07-04,佐藤 輝明,7.0,DB 1 - 7 T
阪神,2025-07-05,佐藤 輝明,3.0,DB 0 - 3 T
阪神,2025-07-06,佐藤 輝明,5.0,DB 1 - 5 T
阪神,2025-07-08,佐藤 輝明,6.0,C 1 - 6 T
阪神,2025-07-09,佐藤 輝明,3.0,C 1 - 3 T
阪神,2025-07-10,佐藤 輝明,6.0,C 3 - 6 T
阪神,2025-07-11,佐藤 輝明,3.0,T 3 - 6 S
阪神,2025-07-12,佐藤 輝明,5.0,T 5 - 2 S
阪神,2025-07-13,佐藤 輝明,2.0,T 2 - 1 S
阪神,2025-07-15,佐藤 輝明,2.0,T 2 - 3 D
阪神,2025-07-16,佐藤 輝明,0.0,T 0 - 6 D
阪神,2025-07-19,佐藤 輝明,4.0,G 0 - 4 T
阪神,2025-07-20,佐藤 輝明,2.0,G 1 - 2 T
阪神,2025-07-21,佐藤 輝明,5.0,G 6 - 5 T
阪神,2025-07-26,佐藤 輝明,2.0,T 2 - 0 DB
阪神,2025-07-27,佐藤 輝明,7.0,T 7 - 1 DB
阪神,2025-07-29,佐藤 輝明,1.0,T 1 - 0 C
阪神,2025-07-30,佐藤 輝明,5.0,T 5 - 0 C
阪神,2025-07-31,佐藤 輝明,3.0,T 3 - 6 C
阪神,2025-08-01,佐藤 輝明,3.0,S 2 - 3 T
阪神,2025-08-02,佐藤 輝明,5.0,S 1 - 5 T
阪神,2025-08-03,佐藤 輝明,1.0,S 8 - 1 T
阪神,2025-08-05,佐藤 輝明,6.0,D 2 - 6 T
阪神,2025-08-06,佐藤 輝明,3.0,D 2 - 3 T
阪神,2025-08-07,佐藤 輝明,3.0,D 8 - 3 T
阪神,2025-08-08,佐藤 輝明,1.0,T 1 - 3 S
阪神,2025-08-09,佐藤 輝明,6.0,T 6 - 2 S
阪神,2025-08-10,佐藤 輝明,5.0,T 5 - 2 S
阪神,2025-08-13,佐藤 輝明,2.0,C 0 - 2 T
阪神,2025-08-15,佐藤 輝明,5.0,G 6 - 5 T
阪神,2025-08-16,佐藤 輝明,3.0,G 0 - 3 T
阪神,2025-08-17,佐藤 輝明,3.0,G 1 - 3 T
阪神,2025-08-19,佐藤 輝明,5.0,T 5 - 4 D
阪神,2025-08-20,佐藤 輝明,1.0,T 1 - 2 D
阪神,2025-08-22,佐藤 輝明,3.0,S 1 - 3 T
阪神,2025-08-23,佐藤 輝明,2.0,S 2 - 2 T
阪神,2025-08-24,佐藤 輝明,8.0,S 1 - 8 T
阪神,2025-08-26,佐藤 輝明,3.0,DB 2 - 3 T
阪神,2025-08-27,佐藤 輝明,2.0,DB 1 - 2 T
阪神,2025-08-28,佐藤 輝明,4.0,DB 5 - 4 T
阪神,2025-08-29,佐藤 輝明,3.0,T 3 - 4 G
阪神,2025-08-30,佐藤 輝明,3.0,T 3 - 2 G
阪神,2025-08-31,佐藤 輝明,5.0,T 5 - 4 G
阪神,2025-09-02,佐藤 輝明,5.0,D 3 - 5 T
阪神,2025-09-03,佐藤 輝明,2.0,D 5 - 2 T
阪神,2025-09-04,佐藤 輝明,7.0,D 5 - 7 T
阪神,2025-09-05,佐藤 輝明,6.0,T 6 - 1 C
阪神,2025-09-06,佐藤 輝明,4.0,T 4 - 1 C
阪神,2025-09-07,佐藤 輝明,2.0,T 2 - 0 C
阪神,2025-09-09,佐藤 輝明,0.0,T 0 - 3 DB
阪神,2025-09-10,佐藤 輝明,1.0,T 1 - 6 DB
阪神,2025-09-11,佐藤 輝明,2.0,T 2 - 0 DB
阪神,2025-09-13,佐藤 輝明,10.0,G 11 - 10 T
阪神,2025-09-14,佐藤 輝明,0.0,T 0 - 1 D
阪神,2025-09-15,佐藤 輝明,6.0,T 6 - 2 D
阪神,2025-09-19,佐藤 輝明,4.0,T 4 - 0 DB
阪神,2025-09-20,佐藤 輝明,1.0,T 1 - 4 DB
阪神,2025-09-21,佐藤 輝明,1.0,S 8 - 1 T
阪神,2025-09-22,佐藤 輝明,2.0,S 3 - 2 T
阪神,2025-09-23,佐藤 輝明,2.0,DB 2 - 2 T
阪神,2025-09-26,佐藤 輝明,6.0,T 6 - 2 D
