日付,球場,球団,対戦相手,ホーム/ビジター,打者名,打順,守備位置,投手名,投手利き腕,イニング,表裏,イニング内打席番号,打席内球数,自チーム打席前得点,相手チーム打席前得点,打席前点差,打席前アウト数,打席前走者状況コード,打席前一塁走者,打席前二塁走者,打席前三塁走者,打席前状況コード,打席結果,最終投球結果,この打席得点数,打点,自チーム打席後得点,相手チーム打席後得点,打席後点差,打席後アウト数,打席後走者状況コード,打席後一塁走者,打席後二塁走者,打席後三塁走者,打席後状況コード,得点圏フラグ,打者走者進塁先,打者走者アウト,一塁走者進塁先,一塁走者アウト,二塁走者進塁先,二塁走者アウト,三塁走者進塁先,三塁走者アウト,打席前RE,打席後RE,RE24,打席前WE,打席後WE,WPA,WE推定方法_前,WE推定方法_後,WEサンプル数_前,WEサンプル数_後
2025/3/29,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,7,渡邉　勇太朗,右,1,表,4,2,1,0,1,2,0,0,0,0,2_000,遊直,凡打,0,0,1,0,1,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.467742,0.528302,0.06056,exact,next_half_exact,31,106
2025/3/29,ベルーナドーム,西武,日本ハム,home,中村　剛也,4,10,加藤　貴之,左,1,裏,4,1,0,1,-1,2,100,0,0,1,2_100,左飛,凡打,0,0,0,1,-1,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.307692,0.414894,0.107201,exact,next_half_exact,26,94
2025/3/29,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,7,渡邉　勇太朗,右,4,表,3,4,1,0,1,1,100,0,0,1,1_100,右２,二塁打,0,0,1,0,1,1,11,1,1,0,1_011,0,2,0,3,0,0,0,0,0,0.398,1.295,0.897,0.616667,0.5,-0.116667,exact,exact,30,6
2025/3/29,ベルーナドーム,西武,日本ハム,home,中村　剛也,4,10,加藤　貴之,左,4,裏,2,5,0,2,-2,1,0,0,0,0,1_000,右安,単打,0,0,0,2,-2,1,100,0,0,1,1_100,0,1,0,0,0,0,0,0,0,0.189,0.398,0.209,0.268657,0.482759,0.214102,exact,exact,67,29
2025/3/29,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,7,渡邉　勇太朗,右,6,表,2,2,2,0,2,1,0,0,0,0,1_000,中飛,凡打,0,0,2,0,2,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.742188,0.744681,0.002493,exact,exact,64,47
2025/3/29,ベルーナドーム,西武,日本ハム,home,中村　剛也,4,10,加藤　貴之,左,6,裏,3,1,0,2,-2,1,100,0,0,1,1_100,三失,失策出塁,0,0,0,2,-2,1,101,1,0,1,1_101,0,1,0,3,0,0,0,0,0,0.398,1.016,0.618,0.16,0.21831,0.05831,exact,inning_half_diff,25,355
2025/3/29,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,3,甲斐野　央,右,8,表,4,1,2,1,1,1,110,0,1,1,1_110,右飛,凡打,0,0,2,1,1,2,110,0,1,1,2_110,1,0,1,0,0,0,0,0,0,0.715,0.368,-0.346,0.785714,0.9,0.114286,exact,exact,14,20
2025/3/29,ベルーナドーム,西武,日本ハム,home,中村　剛也,4,10,杉浦　稔大,右,8,裏,3,2,1,2,-1,1,100,0,0,1,1_100,右安,単打,0,0,1,2,-1,1,101,1,0,1,1_101,0,1,0,3,0,0,0,0,0,0.398,1.016,0.618,0.125,0.179949,0.054949,exact,inning_half_diff,24,389
2025/3/29,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,3,ウィンゲンター,右,10,表,2,3,2,2,0,1,0,0,0,0,1_000,中飛,凡打,0,0,2,2,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.402985,0.380435,-0.02255,exact,exact,67,46
2025/3/29,ベルーナドーム,西武,日本ハム,home,セデーニョ,4,0,田中　正義,右,10,裏,3,3,2,3,-1,2,0,0,0,0,2_000,三飛,凡打,0,0,2,3,-1,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0,0,0,exact,game_final,9,1
2025/3/29,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,九里　亜蓮,右,1,表,4,9,0,0,0,2,10,0,1,0,2_010,一ゴロ,凡打,0,0,0,0,0,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.414773,0.41018,-0.004593,exact,next_half_exact,88,668
2025/3/29,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,9,古謝　樹,左,1,裏,4,3,0,0,0,2,100,0,0,1,2_100,右安,単打,0,0,0,0,0,2,110,0,1,1,2_110,0,1,0,2,0,0,0,0,0,0.184,0.368,0.184,0.580882,0.551724,-0.029158,exact,exact,136,58
2025/3/29,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,九里　亜蓮,右,3,表,4,7,1,0,1,1,1,1,0,0,1_001,四球,ボール,0,0,1,0,1,1,101,1,0,1,1_101,1,1,0,0,0,0,0,0,0,0.806,1.016,0.209,0.594262,0.594262,0,inning_half_diff,inning_half_diff,488,488
2025/3/29,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,9,古謝　樹,左,3,裏,4,1,0,1,-1,2,10,0,1,0,2_010,二直,凡打,0,0,0,1,-1,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.354167,0.324324,-0.029842,exact,next_half_exact,24,111
2025/3/29,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,九里　亜蓮,右,5,表,4,4,1,0,1,2,100,0,0,1,2_100,左安,単打,0,0,1,0,1,2,101,1,0,1,2_101,0,1,0,3,0,0,0,0,0,0.184,0.431,0.247,0.65625,0.7,0.04375,exact,exact,32,10
2025/3/29,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,9,今野　龍太,右,6,裏,3,2,0,2,-2,1,100,0,0,1,1_100,右飛,凡打,0,0,0,2,-2,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,0.16,0.173913,0.013913,exact,exact,25,23
2025/3/29,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,古田島　成龍,右,8,表,1,6,2,1,1,0,0,0,0,0,0_000,空三振,空振り,0,0,2,1,1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.85567,0.891667,0.035997,exact,exact,97,60
2025/3/29,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,9,鈴木　翔天,左,8,裏,3,1,1,2,-1,0,11,1,1,0,0_011,右犠飛,犠飛,1,1,2,2,0,1,1,1,0,0,1_001,1,0,1,0,0,3,0,4,0,1.8,0.806,0.006,0.179949,0.416667,0.236718,inning_half_diff,exact,389,6
2025/3/29,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,山田　修義,左,10,表,3,6,2,2,0,1,100,0,0,1,1_100,四球,ボール,0,0,2,2,0,1,110,0,1,1,1_110,0,1,0,2,0,0,0,0,0,0.398,0.715,0.317,0.409091,0.777778,0.368687,exact,exact,22,9
2025/3/29,京セラD大阪,オリックス,楽天,home,西野　真弘,4,0,内　星龍,右,10,裏,4,6,2,5,-3,2,10,0,1,0,2_010,右３,三塁打,1,1,3,5,-2,2,1,1,0,0,2_001,1,3,0,0,0,4,0,0,0,0.276,0.287,1.012,0.108702,0,-0.108702,score_diff_only,inning_half_diff,3367,16
2025/3/29,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,ボス,右,1,裏,4,5,0,0,0,2,100,0,0,1,2_100,右飛,凡打,0,0,0,0,0,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.580882,0.53675,-0.044132,exact,next_half_exact,136,517
2025/3/29,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,10,大関　友久,左,2,表,1,5,0,0,0,0,0,0,0,0,0_000,右飛,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/3/29,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,10,大関　友久,左,4,表,3,3,0,1,-1,1,1,1,0,0,1_001,空三振,空振り,0,0,0,1,-1,2,1,1,0,0,2_001,1,0,1,0,0,0,0,0,0,0.806,0.287,-0.519,0.285714,0.285714,0,inning_half_diff,inning_half_diff,532,532
2025/3/29,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,ボス,右,4,裏,1,5,1,0,1,0,0,0,0,0,0_000,空三振,空振り,0,0,1,0,1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.761194,0.707921,-0.053273,exact,exact,134,101
2025/3/29,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,ボス,右,5,裏,6,6,4,3,1,2,0,0,0,0,2_000,空三振,空振り,0,0,4,3,1,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.763158,0.748201,-0.014956,exact,next_half_exact,76,139
2025/3/29,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,10,杉山　一樹,右,6,表,2,5,3,4,-1,1,0,0,0,0,1_000,左中本,本塁打,1,1,4,4,0,1,0,0,0,0,1_000,0,4,0,0,0,0,0,0,0,0.189,0.189,1,0.208791,0.515504,0.306713,exact,exact,91,129
2025/3/29,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,10,ヘルナンデス,左,8,表,4,5,4,4,0,2,10,0,1,0,2_010,左飛,凡打,0,0,4,4,0,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.480769,0.40873,-0.072039,exact,next_half_exact,26,126
2025/3/29,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,横山　陸人,右,8,裏,3,5,4,4,0,2,0,0,0,0,2_000,空三振,空振り,0,0,4,4,0,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.522059,0.464912,-0.057147,exact,next_half_exact,68,114
2025/3/30,東京ドーム,ヤクルト,巨人,away,オスナ,4,3,石川　達也,左,2,表,1,6,0,0,0,0,0,0,0,0,0_000,空三振,空振り,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/3/30,東京ドーム,巨人,ヤクルト,home,岡本　和真,4,3,高橋　奎二,左,2,裏,1,7,0,0,0,0,0,0,0,0,0_000,遊安,単打,0,0,0,0,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.553215,0.642105,0.08889,exact,exact,451,95
2025/3/30,東京ドーム,巨人,ヤクルト,home,岡本　和真,4,3,高橋　奎二,左,3,裏,3,4,2,0,2,1,1,1,0,0,1_001,四球,ボール,0,0,2,0,2,1,101,1,0,1,1_101,1,1,0,0,0,0,0,0,0,0.806,1.016,0.209,1,1,0,exact,exact,5,5
2025/3/30,東京ドーム,ヤクルト,巨人,away,オスナ,4,3,石川　達也,左,4,表,2,5,0,2,-2,1,0,0,0,0,1_000,左安,単打,0,0,0,2,-2,1,100,0,0,1,1_100,0,1,0,0,0,0,0,0,0,0.189,0.398,0.209,0.149254,0.22,0.070746,exact,exact,67,25
2025/3/30,東京ドーム,巨人,ヤクルト,home,岡本　和真,4,3,木澤　尚文,右,5,裏,3,5,2,0,2,0,110,0,1,1,0_110,四球,ボール,0,0,2,0,2,0,111,1,1,1,0_111,1,1,0,2,0,3,0,0,1,1.189,1.78,0.591,1,0.89779,-0.10221,exact,inning_half_diff,5,362
2025/3/30,東京ドーム,ヤクルト,巨人,away,オスナ,4,3,田中　瑛斗,右,6,表,2,3,0,2,-2,1,0,0,0,0,1_000,三直,凡打,0,0,0,2,-2,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.113636,0.112069,-0.001567,exact,exact,66,58
2025/3/30,東京ドーム,巨人,ヤクルト,home,岡本　和真,4,3,荘司　宏太,左,7,裏,3,6,2,0,2,1,100,0,0,1,1_100,空三振,空振り,0,0,2,0,2,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,1,0.9,-0.1,exact,exact,16,20
2025/3/30,東京ドーム,ヤクルト,巨人,away,オスナ,4,3,大勢,右,8,表,4,3,0,2,-2,2,100,0,0,1,2_100,遊ゴロ,凡打,0,0,0,2,-2,3,100,0,0,1,3_000,0,1,0,0,1,0,0,0,0,0.184,0,-0.184,0.096154,0.058824,-0.03733,exact,next_half_exact,26,85
2025/3/30,横浜,中日,DeNA,away,石川　昂弥,4,5,平良　拳太郎,右,2,表,1,6,0,0,0,0,0,0,0,0,0_000,右飛,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/3/30,横浜,DeNA,中日,home,筒香　嘉智,4,7,メヒア,右,2,裏,1,6,0,0,0,0,0,0,0,0,0_000,空三振,空振り,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.553215,0.505068,-0.048148,exact,exact,451,296
2025/3/30,横浜,中日,DeNA,away,石川　昂弥,4,5,平良　拳太郎,右,4,表,2,5,0,0,0,0,100,0,0,1,0_100,三ゴロ,凡打,0,0,0,0,0,1,10,0,1,0,1_010,0,0,1,2,0,0,0,0,0,0.675,0.568,-0.107,0.536232,0.54,0.003768,exact,exact,69,25
2025/3/30,横浜,DeNA,中日,home,筒香　嘉智,4,7,メヒア,右,4,裏,4,4,1,0,1,1,100,0,0,1,1_100,右飛,凡打,0,0,1,0,1,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,0.7625,0.822581,0.060081,exact,exact,40,31
2025/3/30,横浜,中日,DeNA,away,石川　昂弥,4,5,石田　裕太郎,右,6,表,2,5,0,2,-2,1,0,0,0,0,1_000,空三振,空振り,0,0,0,2,-2,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.113636,0.112069,-0.001567,exact,exact,66,58
2025/3/30,横浜,DeNA,中日,home,筒香　嘉智,4,7,メヒア,右,6,裏,4,2,2,0,2,2,10,0,1,0,2_010,右飛,凡打,0,0,2,0,2,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,1,0.926316,-0.073684,exact,next_half_exact,19,95
2025/3/30,横浜,中日,DeNA,away,石川　昂弥,4,5,伊勢　大夢,右,8,表,5,6,1,2,-1,1,11,1,1,0,1_011,空三振,空振り,0,0,1,2,-1,2,11,1,1,0,2_011,1,0,1,0,0,0,0,0,0,1.295,0.448,-0.847,0.154462,0,-0.154462,inning_half_diff,exact,437,5
2025/3/30,マツダスタジアム,広島,阪神,home,モンテロ,4,3,門別　啓人,左,1,裏,4,4,0,0,0,1,110,0,1,1,1_110,遊併打,凡打,0,0,0,0,0,3,10,0,1,0,3_000,1,0,1,0,1,0,0,0,0,0.715,0,-0.715,0.632075,0.53675,-0.095325,exact,next_half_exact,53,517
2025/3/30,マツダスタジアム,阪神,広島,away,森下　翔太,4,9,森　翔平,左,2,表,1,3,0,0,0,0,0,0,0,0,0_000,三直,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/3/30,マツダスタジアム,広島,阪神,home,モンテロ,4,3,門別　啓人,左,3,裏,5,3,0,0,0,2,101,1,0,1,2_101,右飛,凡打,0,0,0,0,0,3,101,1,0,1,3_000,1,0,1,0,0,0,0,0,0,0.431,0,-0.431,0.392857,0.513208,0.12035,exact,next_half_exact,14,265
2025/3/30,マツダスタジアム,阪神,広島,away,森下　翔太,4,9,森　翔平,左,4,表,3,1,0,0,0,2,0,0,0,0,2_000,三ゴロ,凡打,0,0,0,0,0,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.466667,0.422566,-0.0441,exact,next_half_exact,150,226
2025/3/30,マツダスタジアム,広島,阪神,home,モンテロ,4,3,門別　啓人,左,5,裏,3,7,1,0,1,1,100,0,0,1,1_100,左安,単打,0,0,1,0,1,1,110,0,1,1,1_110,0,1,0,2,0,0,0,0,0,0.398,0.715,0.317,0.764706,0.846154,0.081448,exact,exact,34,13
2025/3/30,マツダスタジアム,阪神,広島,away,森下　翔太,4,9,森　翔平,左,7,表,2,3,0,2,-2,0,100,0,0,1,0_100,三併打,凡打,0,0,0,2,-2,2,0,0,0,0,2_000,0,0,1,0,1,0,0,0,0,0.675,0.074,-0.602,0.086957,0.090909,0.003953,exact,exact,23,55
2025/3/30,マツダスタジアム,広島,阪神,home,モンテロ,4,3,伊原　陵人,左,7,裏,4,5,2,0,2,2,10,0,1,0,2_010,空三振,空振り,0,0,2,0,2,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,1,0.907609,-0.092391,exact,next_half_exact,22,92
2025/3/30,マツダスタジアム,阪神,広島,away,森下　翔太,4,9,栗林　良吏,右,9,表,3,1,0,2,-2,2,0,0,0,0,2_000,右飛,凡打,0,0,0,2,-2,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0,0.166542,0.166542,exact,next_half_score_diff_only,48,5356
2025/3/30,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,3,髙橋　光成,右,1,表,4,5,0,0,0,2,10,0,1,0,2_010,中２,二塁打,1,1,1,0,1,2,10,0,1,0,2_010,1,2,0,0,0,4,0,0,0,0.276,0.276,1,0.414773,0.675,0.260227,exact,exact,88,20
2025/3/30,ベルーナドーム,西武,日本ハム,home,セデーニョ,4,10,バーヘイゲン,右,1,裏,4,4,1,1,0,1,1,1,0,0,1_001,一飛,凡打,0,0,1,1,0,2,1,1,0,0,2_001,1,0,1,0,0,0,0,0,0,0.806,0.287,-0.519,0.555556,0.513889,-0.041667,exact,exact,27,36
2025/3/30,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,3,髙橋　光成,右,3,表,4,1,1,1,0,1,110,0,1,1,1_110,左本,本塁打,3,3,4,1,3,1,0,0,0,0,1_000,1,4,0,4,0,4,0,0,0,0.715,0.189,2.474,0.5,0.782609,0.282609,exact,exact,26,23
2025/3/30,ベルーナドーム,西武,日本ハム,home,セデーニョ,4,10,バーヘイゲン,右,4,裏,1,2,1,4,-3,0,0,0,0,0,0_000,中飛,凡打,0,0,1,4,-3,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.178571,0.146341,-0.03223,exact,exact,56,41
2025/3/30,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,3,髙橋　光成,右,5,表,4,1,4,2,2,2,10,0,1,0,2_010,左本,本塁打,2,2,6,2,4,2,0,0,0,0,2_000,1,4,0,0,0,4,0,0,0,0.276,0.074,1.798,0.916667,0.8,-0.116667,exact,exact,18,20
2025/3/30,ベルーナドーム,西武,日本ハム,home,セデーニョ,4,10,松岡　洸希,右,6,裏,3,5,2,6,-4,2,0,0,0,0,2_000,中安,単打,0,0,2,6,-4,2,100,0,0,1,2_100,0,1,0,0,0,0,0,0,0,0.074,0.184,0.11,0,0,0,exact,exact,25,16
2025/3/30,ベルーナドーム,日本ハム,西武,away,野村　佑希,4,3,黒田　将矢,右,8,表,2,5,6,2,4,0,100,0,0,1,0_100,空三振,空振り,0,0,6,2,4,1,100,0,0,1,1_100,0,0,1,0,0,0,0,0,0,0.675,0.398,-0.278,1,1,0,exact,exact,12,14
2025/3/30,ベルーナドーム,西武,日本ハム,home,セデーニョ,4,10,山本　拓実,右,8,裏,4,3,2,7,-5,1,110,0,1,1,1_110,中２,二塁打,2,2,4,7,-3,1,10,0,1,0,1_010,1,2,0,4,0,4,0,0,0,0.715,0.568,1.854,0,0,0,exact,exact,7,6
2025/3/30,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,10,辛島　航,左,1,裏,4,5,0,0,0,2,1,1,0,0,2_001,空三振,空振り,0,0,0,0,0,3,1,1,0,0,3_000,1,0,1,0,0,0,0,0,0,0.287,0,-0.287,0.513889,0.53675,0.022862,exact,next_half_exact,36,517
2025/3/30,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,髙島　泰都,右,2,表,1,1,0,0,0,0,0,0,0,0,0_000,左飛,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/3/30,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,10,松井　友飛,右,3,裏,1,3,3,0,3,0,0,0,0,0,0_000,三ゴロ,凡打,0,0,3,0,3,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.794118,0.8,0.005882,exact,exact,34,30
2025/3/30,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,髙島　泰都,右,4,表,1,7,0,3,-3,0,0,0,0,0,0_000,四球,ボール,0,0,0,3,-3,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.188679,0.176471,-0.012209,exact,exact,53,17
2025/3/30,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,10,松井　友飛,右,5,裏,4,1,3,1,2,2,100,0,0,1,2_100,左本,本塁打,2,2,5,1,4,2,0,0,0,0,2_000,0,4,0,4,0,0,0,0,0,0.184,0.074,1.89,1,1,0,exact,exact,17,10
2025/3/30,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,博志,右,6,表,1,3,1,5,-4,0,0,0,0,0,0_000,空三振,空振り,0,0,1,5,-4,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0,0,0,exact,exact,29,24
2025/3/30,京セラD大阪,オリックス,楽天,home,杉本　裕太郎,4,10,西垣　雅矢,右,7,裏,3,8,5,1,4,1,100,0,0,1,1_100,空三振,空振り,0,0,5,1,4,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,1,1,0,exact,exact,16,11
2025/3/30,京セラD大阪,楽天,オリックス,away,辰己　涼介,4,8,ペルドモ,右,8,表,2,4,1,5,-4,1,0,0,0,0,1_000,二直,凡打,0,0,1,5,-4,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0,0,0,exact,exact,31,25
2025/3/30,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,3,上沢　直之,右,2,表,1,5,0,0,0,0,0,0,0,0,0_000,右飛,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/3/30,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,種市　篤暉,右,2,裏,1,1,0,0,0,0,0,0,0,0,0_000,三失,失策出塁,0,0,0,0,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.553215,0.642105,0.08889,exact,exact,451,95
2025/3/30,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,種市　篤暉,右,3,裏,4,2,2,0,2,0,111,1,1,1,0_111,三ゴロ,凡打,0,0,2,0,2,1,111,1,1,1,1_111,1,1,0,2,0,3,0,0,1,1.78,1.328,-0.452,0.781056,0.781056,0,inning_half_diff,inning_half_diff,322,322
2025/3/30,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,3,上沢　直之,右,5,表,1,6,0,4,-4,0,0,0,0,0,0_000,左中本,本塁打,1,1,1,4,-3,0,0,0,0,0,0_000,0,4,0,0,0,0,0,0,0,0.365,0.365,1,0.043478,0.107692,0.064214,exact,exact,23,65
2025/3/30,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,種市　篤暉,右,5,裏,2,5,4,1,3,0,100,0,0,1,0_100,空三振,空振り,0,0,4,1,3,1,100,0,0,1,1_100,0,0,1,0,0,0,0,0,0,0.675,0.398,-0.278,0.882353,0.769231,-0.113122,exact,exact,17,13
2025/3/30,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,3,上沢　直之,右,7,表,3,6,1,4,-3,1,10,0,1,0,1_010,右安,単打,0,0,1,4,-3,1,101,1,0,1,1_101,1,1,0,0,0,3,0,0,0,0.568,1.016,0.447,0.4,0.084158,-0.315842,exact,inning_half_diff,5,202
2025/3/30,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,木村　優人,右,7,裏,1,4,4,4,0,0,0,0,0,0,0_000,空三振,空振り,0,0,4,4,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.575,0.52551,-0.04949,exact,exact,140,98
2025/3/30,みずほPayPay,ロッテ,ソフトバンク,away,ソト,4,3,杉山　一樹,右,8,表,5,3,5,4,1,2,100,0,0,1,2_100,一飛,凡打,0,0,5,4,1,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.851852,0.822917,-0.028935,exact,next_half_exact,27,96
2025/3/30,みずほPayPay,ソフトバンク,ロッテ,home,山川　穂高,4,3,鈴木　昭汰,左,9,裏,4,8,4,7,-3,2,100,0,0,1,2_100,中飛,凡打,0,0,4,7,-3,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0,0,0,exact,game_final,17,1
2025/4/1,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,マラー,左,2,表,1,6,0,0,0,0,0,0,0,0,0_000,空三振,空振り,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.46325,0.43254,-0.03071,exact,exact,517,378
2025/4/1,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,井上　温大,左,2,裏,1,2,0,0,0,0,0,0,0,0,0_000,右２,二塁打,0,0,0,0,0,0,10,0,1,0,0_010,0,2,0,0,0,0,0,0,0,0.365,0.958,0.593,0.553215,0.636364,0.083149,exact,exact,451,33
2025/4/1,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,マラー,左,4,表,3,5,0,1,-1,2,0,0,0,0,2_000,左本,本塁打,1,1,1,1,0,2,0,0,0,0,2_000,0,4,0,0,0,0,0,0,0,0.074,0.074,1,0.215789,0.466667,0.250877,exact,exact,95,150
2025/4/1,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,井上　温大,左,4,裏,2,7,1,1,0,0,100,0,0,1,0_100,見三振,見逃し,0,0,1,1,0,1,100,0,0,1,1_100,0,0,1,0,0,0,0,0,0,0.675,0.398,-0.278,0.62963,0.630769,0.00114,exact,exact,54,65
2025/4/1,バンテリンドーム,中日,巨人,home,石川　昂弥,4,5,井上　温大,左,6,裏,2,6,1,1,0,1,0,0,0,0,1_000,三ゴロ,凡打,0,0,1,1,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.486957,0.465517,-0.021439,exact,exact,115,87
2025/4/1,バンテリンドーム,巨人,中日,away,岡本　和真,4,3,岩嵜　翔,右,7,表,1,8,1,1,0,0,0,0,0,0,0_000,遊ゴロ,凡打,0,0,1,1,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.534014,0.527273,-0.006741,exact,exact,147,110
