球団,日付,1番,2番,3番,4番,5番,6番,7番,8番,9番
阪神,4月26日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,佐藤 輝明,坂本 誠志郎,木浪 聖也,青柳 晃洋
阪神,4月27日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,佐藤 輝明,坂本 誠志郎,小幡 竜平,大竹 耕太郎
阪神,4月28日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,糸原 健斗,梅野 隆太郎,小幡 竜平,才木 浩人
阪神,4月30日(火),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,佐藤 輝明,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,5月1日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,佐藤 輝明,梅野 隆太郎,木浪 聖也,伊藤 将司
阪神,5月3日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,佐藤 輝明,梅野 隆太郎,木浪 聖也,門別 啓人
阪神,5月4日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,糸原 健斗,ノイジー,坂本 誠志郎,小幡 竜平,西 勇輝
阪神,5月5日(日),近本 光司,中野 拓夢,佐藤 輝明,大山 悠輔,前川 右京,森下 翔太,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,5月7日(火),近本 光司,中野 拓夢,ノイジー,大山 悠輔,佐藤 輝明,森下 翔太,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,5月8日(水),近本 光司,中野 拓夢,ノイジー,大山 悠輔,佐藤 輝明,森下 翔太,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,5月10日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,井上 広大,佐藤 輝明,坂本 誠志郎,木浪 聖也,青柳 晃洋
阪神,5月11日(土),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,伊藤 将司
阪神,5月12日(日),井上 広大,中野 拓夢,近本 光司,大山 悠輔,ノイジー,糸原 健斗,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,5月14日(火),森下 翔太,中野 拓夢,近本 光司,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,5月15日(水),森下 翔太,中野 拓夢,近本 光司,大山 悠輔,ノイジー,渡邉 諒,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,5月16日(木),井上 広大,中野 拓夢,近本 光司,原口 文仁,糸原 健斗,前川 右京,梅野 隆太郎,小幡 竜平,西 勇輝
阪神,5月17日(金),森下 翔太,中野 拓夢,近本 光司,大山 悠輔,糸原 健斗,ノイジー,坂本 誠志郎,小幡 竜平,青柳 晃洋
阪神,5月18日(土),井上 広大,中野 拓夢,近本 光司,大山 悠輔,渡邉 諒,前川 右京,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,5月19日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,渡邉 諒,ノイジー,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,5月21日(火),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,渡邉 諒,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,5月22日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,糸原 健斗,前川 右京,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,5月23日(木),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,ノイジー,渡邉 諒,梅野 隆太郎,木浪 聖也,西 勇輝
阪神,5月24日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,糸原 健斗,前川 右京,坂本 誠志郎,木浪 聖也,及川 雅貴
阪神,5月25日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,渡邉 諒,ノイジー,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,5月26日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,渡邉 諒,ノイジー,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,5月29日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,渡邉 諒,前川 右京,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,5月30日(木),近本 光司,中野 拓夢,小野寺 暖,大山 悠輔,渡邉 諒,森下 翔太,梅野 隆太郎,木浪 聖也,西 勇輝
阪神,5月31日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,糸原 健斗,前川 右京,木浪 聖也,島田 海吏,坂本 誠志郎
阪神,6月1日(土),中野 拓夢,植田 海,糸原 健斗,近本 光司,前川 右京,渡邉 諒,大山 悠輔,木浪 聖也,梅野 隆太郎
阪神,6月2日(日),森下 翔太,中野 拓夢,渡邉 諒,近本 光司,原口 文仁,大山 悠輔,ミエセス,小幡 竜平,梅野 隆太郎
阪神,6月4日(火),中野 拓夢,小幡 竜平,森下 翔太,近本 光司,糸原 健斗,前川 右京,渡邉 諒,梅野 隆太郎,村上 頌樹
阪神,6月5日(水),中野 拓夢,前川 右京,森下 翔太,近本 光司,糸原 健斗,渡邉 諒,木浪 聖也,坂本 誠志郎,大竹 耕太郎
阪神,6月6日(木),中野 拓夢,前川 右京,森下 翔太,近本 光司,原口 文仁,渡邉 諒,梅野 隆太郎,木浪 聖也,西 勇輝
阪神,6月7日(金),中野 拓夢,前川 右京,森下 翔太,近本 光司,佐藤 輝明,渡邉 諒,坂本 誠志郎,木浪 聖也,伊藤 将司
阪神,6月8日(土),中野 拓夢,前川 右京,森下 翔太,近本 光司,佐藤 輝明,渡邉 諒,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,6月9日(日),中野 拓夢,前川 右京,森下 翔太,近本 光司,佐藤 輝明,渡邉 諒,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,6月11日(火),中野 拓夢,前川 右京,森下 翔太,近本 光司,渡邉 諒,佐藤 輝明,ミエセス,木浪 聖也,梅野 隆太郎
阪神,6月12日(水),中野 拓夢,前川 右京,森下 翔太,近本 光司,糸原 健斗,渡邉 諒,佐藤 輝明,木浪 聖也,坂本 誠志郎
阪神,6月13日(木),森下 翔太,中野 拓夢,渡邉 諒,近本 光司,原口 文仁,ミエセス,豊田 寛,梅野 隆太郎,木浪 聖也
阪神,6月14日(金),森下 翔太,中野 拓夢,ノイジー,近本 光司,原口 文仁,渡邉 諒,豊田 寛,坂本 誠志郎,木浪 聖也
阪神,6月15日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,前川 右京,糸原 健斗,ノイジー,木浪 聖也,梅野 隆太郎
阪神,6月16日(日),近本 光司,中野 拓夢,渡邉 諒,佐藤 輝明,前川 右京,糸原 健斗,森下 翔太,小幡 竜平,梅野 隆太郎
阪神,6月18日(火),近本 光司,中野 拓夢,渡邉 諒,佐藤 輝明,前川 右京,森下 翔太,梅野 隆太郎,小幡 竜平,村上 頌樹
阪神,6月21日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,前川 右京,佐藤 輝明,梅野 隆太郎,小幡 竜平,西 勇輝
阪神,6月22日(土),近本 光司,中野 拓夢,ノイジー,大山 悠輔,渡邉 諒,豊田 寛,坂本 誠志郎,小幡 竜平,伊藤 将司
阪神,6月25日(火),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,前川 右京,佐藤 輝明,梅野 隆太郎,小幡 竜平,才木 浩人
阪神,6月26日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,前川 右京,佐藤 輝明,坂本 誠志郎,小幡 竜平,大竹 耕太郎
阪神,6月27日(木),島田 海吏,中野 拓夢,森下 翔太,大山 悠輔,前川 右京,佐藤 輝明,梅野 隆太郎,小幡 竜平,村上 頌樹
阪神,6月29日(土),島田 海吏,中野 拓夢,森下 翔太,大山 悠輔,前川 右京,佐藤 輝明,坂本 誠志郎,小幡 竜平,伊藤 将司
阪神,6月30日(日),近本 光司,中野 拓夢,島田 海吏,大山 悠輔,前川 右京,佐藤 輝明,梅野 隆太郎,小幡 竜平,西 勇輝
阪神,7月2日(火),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,前川 右京,佐藤 輝明,梅野 隆太郎,小幡 竜平,才木 浩人
阪神,7月3日(水),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,島田 海吏,坂本 誠志郎,小幡 竜平,大竹 耕太郎
阪神,7月4日(木),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,島田 海吏,梅野 隆太郎,小幡 竜平,村上 頌樹
阪神,7月5日(金),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,島田 海吏,梅野 隆太郎,小幡 竜平,ビーズリー
阪神,7月6日(土),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,島田 海吏,坂本 誠志郎,小幡 竜平,伊藤 将司
阪神,7月7日(日),近本 光司,中野 拓夢,豊田 寛,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,小幡 竜平,西 勇輝
阪神,7月9日(火),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,島田 海吏,梅野 隆太郎,小幡 竜平,才木 浩人
阪神,7月10日(水),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,野口 恭佑,坂本 誠志郎,小幡 竜平,大竹 耕太郎
阪神,7月12日(金),近本 光司,中野 拓夢,前川 右京,大山 悠輔,佐藤 輝明,野口 恭佑,梅野 隆太郎,小幡 竜平,村上 頌樹
阪神,7月13日(土),島田 海吏,中野 拓夢,近本 光司,佐藤 輝明,前川 右京,大山 悠輔,坂本 誠志郎,小幡 竜平,伊藤 将司
阪神,7月14日(日),近本 光司,中野 拓夢,野口 恭佑,佐藤 輝明,大山 悠輔,前川 右京,梅野 隆太郎,小幡 竜平,西 勇輝
阪神,7月15日(月),近本 光司,中野 拓夢,野口 恭佑,佐藤 輝明,大山 悠輔,前川 右京,梅野 隆太郎,小幡 竜平,ビーズリー
阪神,7月16日(火),近本 光司,中野 拓夢,野口 恭佑,佐藤 輝明,大山 悠輔,前川 右京,梅野 隆太郎,小幡 竜平,才木 浩人
阪神,7月17日(水),野口 恭佑,植田 海,渡邉 諒,佐藤 輝明,大山 悠輔,豊田 寛,坂本 誠志郎,小幡 竜平,大竹 耕太郎
阪神,7月19日(金),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,7月20日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,梅野 隆太郎,木浪 聖也,及川 雅貴
阪神,7月21日(日),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,西 勇輝
阪神,7月26日(金),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,木浪 聖也,坂本 誠志郎,村上 頌樹
阪神,7月27日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,坂本 誠志郎,大竹 耕太郎
阪神,7月28日(日),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,木浪 聖也,梅野 隆太郎,西 勇輝
阪神,7月30日(火),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,才木 浩人
阪神,7月31日(水),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,木浪 聖也,坂本 誠志郎,及川 雅貴
阪神,8月1日(木),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,ビーズリー
阪神,8月2日(金),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,坂本 誠志郎,村上 頌樹
阪神,8月3日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,坂本 誠志郎,大竹 耕太郎
阪神,8月4日(日),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,梅野 隆太郎,木浪 聖也,西 勇輝
阪神,8月6日(火),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,才木 浩人
阪神,8月7日(水),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,坂本 誠志郎,及川 雅貴
阪神,8月8日(木),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,ビーズリー
阪神,8月9日(金),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,8月10日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,坂本 誠志郎,大竹 耕太郎
阪神,8月11日(日),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,髙橋 遥人
阪神,8月12日(月),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,西 勇輝
阪神,8月13日(火),近本 光司,中野 拓夢,渡邉 諒,森下 翔太,大山 悠輔,野口 恭佑,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,8月14日(水),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,及川 雅貴
阪神,8月16日(金),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,野口 恭佑,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,8月17日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,村上 頌樹
阪神,8月18日(日),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,梅野 隆太郎,木浪 聖也,大竹 耕太郎
阪神,8月20日(火),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,才木 浩人
阪神,8月21日(水),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,梅野 隆太郎,西 勇輝
阪神,8月22日(木),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,島田 海吏,木浪 聖也,坂本 誠志郎,青柳 晃洋
阪神,8月23日(金),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,小野寺 暖,梅野 隆太郎,木浪 聖也,髙橋 遥人
阪神,8月24日(土),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,前川 右京,木浪 聖也,坂本 誠志郎,門別 啓人
阪神,8月25日(日),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,小野寺 暖,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,8月27日(火),近本 光司,中野 拓夢,森下 翔太,佐藤 輝明,大山 悠輔,島田 海吏,木浪 聖也,梅野 隆太郎,伊藤 将司
阪神,8月28日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,井上 広大,佐藤 輝明,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,8月31日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,9月1日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,西 勇輝
阪神,9月3日(火),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,髙橋 遥人
阪神,9月4日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,9月5日(木),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,9月6日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,9月7日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,9月8日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,西 勇輝
阪神,9月10日(火),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,青柳 晃洋
阪神,9月11日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,島田 海吏,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,9月13日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,髙橋 遥人
阪神,9月14日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,9月15日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,9月16日(月),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,9月18日(水),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,村上 頌樹
阪神,9月20日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,西 勇輝
阪神,9月21日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,坂本 誠志郎,木浪 聖也,青柳 晃洋
阪神,9月22日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,9月23日(月),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,髙橋 遥人
阪神,9月27日(金),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,大竹 耕太郎
阪神,9月28日(土),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,ビーズリー
阪神,9月29日(日),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,井上 広大,梅野 隆太郎,木浪 聖也,才木 浩人
阪神,9月30日(月),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,青柳 晃洋
阪神,10月3日(木),近本 光司,中野 拓夢,森下 翔太,大山 悠輔,佐藤 輝明,前川 右京,坂本 誠志郎,木浪 聖也,大竹 耕太郎
DeNA,3月29日(金),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,梶原 昂希,山本 祐大,石上 泰輝,東 克樹
DeNA,3月30日(土),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,桑原 将志,山本 祐大,石上 泰輝,平良 拳太郎
DeNA,3月31日(日),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,梶原 昂希,伊藤 光,石上 泰輝,大貫 晋一
DeNA,4月2日(火),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,石上 泰輝,ジャクソン
DeNA,4月3日(水),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,石上 泰輝,濵口 遥大
DeNA,4月4日(木),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,松尾 汐恩,石上 泰輝,中川 颯
DeNA,4月5日(金),度会 隆輝,桑原 将志,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,林 琢真,東 克樹
DeNA,4月6日(土),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,石上 泰輝,ケイ
DeNA,4月7日(日),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,石上 泰輝,関根 大気,伊藤 光,林 琢真,大貫 晋一
DeNA,4月9日(火),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,大和,山本 祐大,ジャクソン
DeNA,4月10日(水),度会 隆輝,オースティン,佐野 恵太,牧 秀悟,宮﨑 敏郎,大和,松尾 汐恩,桑原 将志,小園 健太
DeNA,4月12日(金),度会 隆輝,石上 泰輝,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,桑原 将志,東 克樹
DeNA,4月13日(土),度会 隆輝,山本 祐大,佐野 恵太,牧 秀悟,宮﨑 敏郎,石上 泰輝,桑原 将志,梶原 昂希,ケイ
DeNA,4月14日(日),度会 隆輝,石上 泰輝,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,伊藤 光,井上 絢登,大貫 晋一
DeNA,4月16日(火),度会 隆輝,石上 泰輝,佐野 恵太,牧 秀悟,宮﨑 敏郎,山本 祐大,関根 大気,井上 絢登,ジャクソン
DeNA,4月17日(水),度会 隆輝,関根 大気,佐野 恵太,牧 秀悟,宮﨑 敏郎,石上 泰輝,山本 祐大,桑原 将志,濵口 遥大
DeNA,4月19日(金),度会 隆輝,関根 大気,佐野 恵太,牧 秀悟,宮﨑 敏郎,楠本 泰史,山本 祐大,石上 泰輝,東 克樹
DeNA,4月20日(土),度会 隆輝,関根 大気,佐野 恵太,牧 秀悟,宮﨑 敏郎,楠本 泰史,山本 祐大,京田 陽太,ケイ
DeNA,4月21日(日),度会 隆輝,関根 大気,佐野 恵太,牧 秀悟,宮﨑 敏郎,楠本 泰史,伊藤 光,京田 陽太,大貫 晋一
DeNA,4月23日(火),度会 隆輝,関根 大気,佐野 恵太,牧 秀悟,宮﨑 敏郎,楠本 泰史,山本 祐大,京田 陽太,ジャクソン
DeNA,4月24日(水),度会 隆輝,関根 大気,佐野 恵太,牧 秀悟,宮﨑 敏郎,楠本 泰史,山本 祐大,石上 泰輝,濵口 遥大
DeNA,4月26日(金),桑原 将志,石上 泰輝,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,度会 隆輝,東 克樹
DeNA,4月27日(土),桑原 将志,石上 泰輝,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,度会 隆輝,ケイ
DeNA,4月28日(日),度会 隆輝,石上 泰輝,佐野 恵太,牧 秀悟,宮﨑 敏郎,楠本 泰史,関根 大気,伊藤 光,大貫 晋一
DeNA,4月29日(月),度会 隆輝,桑原 将志,佐野 恵太,牧 秀悟,宮﨑 敏郎,関根 大気,山本 祐大,石上 泰輝,ジャクソン
DeNA,4月30日(火),桑原 将志,蝦名 達夫,佐野 恵太,牧 秀悟,大和,度会 隆輝,山本 祐大,石上 泰輝,中川 颯
DeNA,5月1日(水),桑原 将志,蝦名 達夫,佐野 恵太,牧 秀悟,宮﨑 敏郎,京田 陽太,戸柱 恭孝,関根 大気,石田 健大
DeNA,5月3日(金),桑原 将志,蝦名 達夫,佐野 恵太,牧 秀悟,宮﨑 敏郎,京田 陽太,山本 祐大,関根 大気,東 克樹
DeNA,5月4日(土),桑原 将志,蝦名 達夫,佐野 恵太,牧 秀悟,宮﨑 敏郎,大和,山本 祐大,京田 陽太,ケイ
